Iteration	car
0	33036.73173656382
1	33504.17945270433
2	33894.53565025288
3	34198.745403383306
4	34483.22498988684
5	34682.38623572478
6	34793.84321237636
7	34865.36706962473
8	34902.552975860934
9	34893.69608280689
10	34818.51098959061
11	34764.300072907434
12	34729.53385192292
13	34682.339433611116
14	34608.75130946408
15	34588.79926796027
16	34480.27497545324
17	34555.93118980611
18	34437.24151326685
19	34523.668762585134
20	34398.555756530724
