Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:02:24	05:02:24	05:02:24			05:02:24	05:02:24	05:02:26	05:02:26	05:02:26	05:02:27	05:02:27	05:02:48	05:02:48	05:02:48	05:02:48	05:02:48	05:02:48			05:02:52	05:02:52		00:00:00		00:00:02	00:00:02	00:00:00	00:00:20	00:00:00	00:00:00		00:00:03	00:00:27
1	05:02:52	05:02:52	05:02:52	05:02:52	05:02:53	05:02:53	05:02:53	05:02:54	05:02:54	05:02:54	05:02:55	05:02:55	05:03:07	05:03:07	05:03:07	05:03:07	05:03:07	05:03:07			05:03:10	05:03:10		00:00:00	00:00:00	00:00:01	00:00:01	00:00:01	00:00:11	00:00:00	00:00:00		00:00:02	00:00:17
2	05:03:10	05:03:10	05:03:10	05:03:10	05:03:10	05:03:10			05:03:10	05:03:10	05:03:10	05:03:10	05:03:20	05:03:20	05:03:20	05:03:20	05:03:20	05:03:20			05:03:21	05:03:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
3	05:03:21	05:03:21	05:03:21	05:03:21	05:03:21	05:03:21			05:03:21	05:03:21	05:03:22	05:03:22	05:03:31	05:03:31	05:03:31	05:03:31	05:03:31	05:03:31			05:03:32	05:03:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:01	00:00:11
4	05:03:33	05:03:33	05:03:33	05:03:33	05:03:33	05:03:33			05:03:33	05:03:33	05:03:33	05:03:33	05:03:42	05:03:42	05:03:42	05:03:42	05:03:42	05:03:42			05:03:43	05:03:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:01	00:00:10
5	05:03:43	05:03:43	05:03:43	05:03:43	05:03:44	05:03:44			05:03:44	05:03:44	05:03:44	05:03:44	05:03:53	05:03:53	05:03:53	05:03:53	05:03:53	05:03:53			05:03:54	05:03:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
6	05:03:54	05:03:54	05:03:54	05:03:54	05:03:54	05:03:54			05:03:54	05:03:54	05:03:54	05:03:54	05:04:03	05:04:03	05:04:03	05:04:03	05:04:03	05:04:03			05:04:03	05:04:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
7	05:04:03	05:04:03	05:04:03	05:04:03	05:04:04	05:04:04			05:04:04	05:04:04	05:04:04	05:04:04	05:04:13	05:04:13	05:04:13	05:04:13	05:04:13	05:04:13			05:04:14	05:04:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:01	00:00:10
8	05:04:14	05:04:14	05:04:14	05:04:14	05:04:14	05:04:14			05:04:14	05:04:14	05:04:14	05:04:14	05:04:23	05:04:23	05:04:23	05:04:23	05:04:23	05:04:23			05:04:24	05:04:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
9	05:04:24	05:04:24	05:04:24	05:04:24	05:04:25	05:04:25			05:04:25	05:04:25	05:04:25	05:04:25	05:04:34	05:04:34	05:04:34	05:04:34	05:04:34	05:04:34			05:04:35	05:04:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
