Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	1827.2330555555557	0.0	0.0	0.0
1	1608.0747222222221	0.0	0.0	0.0
2	1475.8702777777778	0.0	0.0	0.0
3	1380.6002777777778	0.0	0.0	0.0
4	1327.8641666666667	0.0	0.0	0.0
5	1294.2702777777777	0.0	0.0	0.0
6	1278.4852777777778	0.0	0.0	0.0
7	1259.7947222222222	0.0	0.0	0.0
8	1249.0513888888888	0.0	0.0	0.0
9	1243.15	0.0	0.0	0.0
10	1237.8841666666667	0.0	0.0	0.0
11	1235.201388888889	0.0	0.0	0.0
12	1230.5388888888888	0.0	0.0	0.0
13	1227.6580555555556	0.0	0.0	0.0
14	1227.9016666666666	0.0	0.0	0.0
15	1226.056111111111	0.0	0.0	0.0
16	1225.9611111111112	0.0	0.0	0.0
17	1224.105	0.0	0.0	0.0
18	1220.0097222222223	0.0	0.0	0.0
19	1218.6102777777778	0.0	0.0	0.0
20	1218.6955555555555	0.0	0.0	0.0
