Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	256.9163888888889	0.0	0.0	0.0
1	228.06027777777777	0.0	0.0	0.0
2	205.24444444444444	0.0	0.0	0.0
3	195.21472222222224	0.0	0.0	0.0
4	188.35777777777778	0.0	0.0	0.0
5	183.1925	0.0	0.0	0.0
6	174.7788888888889	0.0	0.0	0.0
7	171.05138888888888	0.0	0.0	0.0
8	164.77555555555554	0.0	0.0	0.0
9	162.7236111111111	0.0	0.0	0.0
10	160.72305555555556	0.0	0.0	0.0
11	157.2225	0.0	0.0	0.0
12	161.3075	0.0	0.0	0.0
13	160.3075	0.0	0.0	0.0
14	156.10222222222222	0.0	0.0	0.0
15	158.09583333333333	0.0	0.0	0.0
16	157.34055555555557	0.0	0.0	0.0
17	157.31055555555557	0.0	0.0	0.0
18	154.88333333333333	0.0	0.0	0.0
19	156.75694444444446	0.0	0.0	0.0
20	154.205	0.0	0.0	0.0
