Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:58:26	05:58:26	05:58:26			05:58:26	05:58:26	05:58:26	05:58:26	05:58:26	05:58:26	05:58:26	05:58:34	05:58:34	05:58:34	05:58:34	05:58:34	05:58:34			05:58:36	05:58:36		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
1	05:58:36	05:58:36	05:58:36	05:58:36	05:58:36	05:58:36	05:58:36	05:58:37	05:58:37	05:58:37	05:58:37	05:58:37	05:58:44	05:58:44	05:58:44	05:58:44	05:58:44	05:58:44			05:58:45	05:58:45		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
2	05:58:45	05:58:45	05:58:45	05:58:45	05:58:45	05:58:45			05:58:45	05:58:45	05:58:45	05:58:45	05:58:52	05:58:52	05:58:52	05:58:52	05:58:52	05:58:52			05:58:53	05:58:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	05:58:53	05:58:53	05:58:53	05:58:53	05:58:53	05:58:53			05:58:53	05:58:53	05:58:53	05:58:53	05:59:00	05:59:00	05:59:00	05:59:00	05:59:00	05:59:00			05:59:00	05:59:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	05:59:00	05:59:00	05:59:00	05:59:00	05:59:00	05:59:00			05:59:00	05:59:00	05:59:00	05:59:00	05:59:07	05:59:07	05:59:07	05:59:07	05:59:07	05:59:07			05:59:07	05:59:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	05:59:08	05:59:08	05:59:08	05:59:08	05:59:08	05:59:08			05:59:08	05:59:08	05:59:08	05:59:08	05:59:14	05:59:14	05:59:14	05:59:14	05:59:14	05:59:14			05:59:14	05:59:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
6	05:59:15	05:59:15	05:59:15	05:59:15	05:59:15	05:59:15			05:59:15	05:59:15	05:59:15	05:59:15	05:59:21	05:59:21	05:59:21	05:59:21	05:59:21	05:59:21			05:59:22	05:59:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
7	05:59:22	05:59:22	05:59:22	05:59:22	05:59:22	05:59:22			05:59:22	05:59:22	05:59:22	05:59:22	05:59:28	05:59:28	05:59:28	05:59:28	05:59:28	05:59:28			05:59:29	05:59:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	05:59:29	05:59:29	05:59:29	05:59:29	05:59:29	05:59:29			05:59:29	05:59:29	05:59:29	05:59:29	05:59:36	05:59:36	05:59:36	05:59:36	05:59:36	05:59:36			05:59:36	05:59:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
9	05:59:36	05:59:36	05:59:36	05:59:36	05:59:36	05:59:36			05:59:36	05:59:36	05:59:36	05:59:36	05:59:43	05:59:43	05:59:43	05:59:43	05:59:43	05:59:43			05:59:43	05:59:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
10	05:59:43	05:59:43	05:59:43	05:59:43	05:59:43	05:59:43	05:59:43	05:59:44	05:59:44	05:59:44	05:59:44	05:59:44	05:59:50	05:59:50	05:59:50	05:59:50	05:59:50	05:59:50	05:59:50	05:59:50	05:59:51	05:59:51		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
11	05:59:51	05:59:51	05:59:51	05:59:51	05:59:51	05:59:51			05:59:51	05:59:51	05:59:51	05:59:51	05:59:57	05:59:57	05:59:57	05:59:57	05:59:57	05:59:57			05:59:58	05:59:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
12	05:59:58	05:59:58	05:59:58	05:59:58	05:59:58	05:59:58			05:59:58	05:59:58	05:59:58	05:59:58	06:00:05	06:00:05	06:00:05	06:00:05	06:00:05	06:00:05			06:00:05	06:00:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
13	06:00:05	06:00:05	06:00:05	06:00:05	06:00:05	06:00:05			06:00:05	06:00:05	06:00:05	06:00:05	06:00:12	06:00:12	06:00:12	06:00:12	06:00:12	06:00:12			06:00:13	06:00:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
14	06:00:13	06:00:13	06:00:13	06:00:13	06:00:13	06:00:13			06:00:13	06:00:13	06:00:13	06:00:13	06:00:19	06:00:19	06:00:19	06:00:19	06:00:19	06:00:19			06:00:20	06:00:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
15	06:00:20	06:00:20	06:00:20	06:00:20	06:00:20	06:00:20			06:00:20	06:00:20	06:00:20	06:00:20	06:00:26	06:00:26	06:00:26	06:00:26	06:00:26	06:00:26			06:00:27	06:00:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
16	06:00:27	06:00:27	06:00:27	06:00:27	06:00:27	06:00:27			06:00:27	06:00:27	06:00:27	06:00:27	06:00:33	06:00:33	06:00:33	06:00:33	06:00:33	06:00:33			06:00:34	06:00:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
17	06:00:34	06:00:34	06:00:34	06:00:34	06:00:34	06:00:34			06:00:34	06:00:34	06:00:34	06:00:34	06:00:40	06:00:40	06:00:40	06:00:40	06:00:40	06:00:40			06:00:41	06:00:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
18	06:00:41	06:00:41	06:00:41	06:00:41	06:00:41	06:00:41			06:00:41	06:00:41	06:00:41	06:00:41	06:00:48	06:00:48	06:00:48	06:00:48	06:00:48	06:00:48			06:00:48	06:00:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
19	06:00:48	06:00:48	06:00:48	06:00:48	06:00:48	06:00:48			06:00:48	06:00:48	06:00:48	06:00:48	06:00:55	06:00:55	06:00:55	06:00:55	06:00:55	06:00:55			06:00:55	06:00:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
20	06:00:55	06:00:55	06:00:55	06:00:55	06:00:55	06:00:55	06:00:55	06:00:55	06:00:55	06:00:55	06:00:55	06:00:55	06:01:02	06:01:02	06:01:02	06:01:02	06:01:02	06:01:02	06:01:02	06:01:02	06:01:03	06:01:03		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
