ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.5940209196855	133.5940209196855	133.5940209196855	133.5940209196855
1	133.59882133449432	133.59683531090047	133.59824110795944	133.59964690501835
2	133.60273773338216	133.59760615562988	133.6010018557875	133.60438374342115
3	133.60578067355834	133.5982077169166	133.60246786012215	133.60641283858538
4	133.60734041972546	133.5976418276213	133.60327283747532	133.60865154267915
5	133.6080653255224	133.5970239934903	133.60358353551158	133.6100123949519
6	133.60943184077098	133.5959952041999	133.60389459292935	133.61119209946145
7	133.6095478597207	133.5948884704332	133.6036773392017	133.6120549225912
8	133.61175401658096	133.5940524433879	133.6045693550784	133.61463437486282
9	133.6150327135481	133.5937416932706	133.60547055320663	133.61649524911846
10	133.61447611419646	133.5923412953859	133.60456801853505	133.61588697863766
11	133.6162065828165	133.59302058186032	133.60584568357416	133.61767009545144
12	133.61570893886864	133.5918985147677	133.6054682319144	133.61799987693104
13	133.61648918912752	133.59160301188166	133.6054386354281	133.61810252538615
14	133.61621042242086	133.59079014842476	133.60537568855912	133.61879598049273
15	133.6148610848914	133.5892855795518	133.60414451950214	133.61809224579497
16	133.6147810453981	133.58830430416623	133.60352128772834	133.61800724677767
17	133.61537767175798	133.58791185049773	133.60350036776194	133.6183183031169
18	133.6172872553771	133.58785896022812	133.6039221279477	133.6191270256388
19	133.61685262818318	133.58728254559472	133.6035528234886	133.61913614333503
20	133.61664822100883	133.58646997529476	133.60328491598543	133.6193017257603
