Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	70.61416666666666	0.0	0.0	0.0
1	70.38416666666667	0.0	0.0	0.0
2	70.19555555555556	0.0	0.0	0.0
3	70.07472222222222	0.0	0.0	0.0
4	70.01666666666667	0.0	0.0	0.0
5	69.95472222222222	0.0	0.0	0.0
6	69.92472222222223	0.0	0.0	0.0
7	69.89472222222223	0.0	0.0	0.0
8	69.82638888888889	0.0	0.0	0.0
9	69.66638888888889	0.0	0.0	0.0
10	69.68777777777778	0.0	0.0	0.0
11	69.60694444444445	0.0	0.0	0.0
12	69.63166666666666	0.0	0.0	0.0
13	69.61555555555556	0.0	0.0	0.0
14	69.61888888888889	0.0	0.0	0.0
15	69.69083333333333	0.0	0.0	0.0
16	69.67777777777778	0.0	0.0	0.0
17	69.63555555555556	0.0	0.0	0.0
18	69.56083333333333	0.0	0.0	0.0
19	69.58333333333333	0.0	0.0	0.0
20	69.5886111111111	0.0	0.0	0.0
