ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2036.0	2036.0	
1	2046.0	2046.0	
2	2051.6666666666665	2051.6666666666665	
3	2060.0	2060.0	
4	2066.0	2066.0	
5	2072.3333333333335	2072.3333333333335	
6	2081.0	2081.0	
7	2082.0	2082.0	
8	2080.0	2080.0	
9	2088.3333333333335	2088.3333333333335	
10	2084.0	2084.0	
11	2083.0	2083.0	
12	2092.0	2092.0	
13	2085.6666666666665	2085.6666666666665	
14	2088.6666666666665	2088.6666666666665	
15	2082.6666666666665	2082.6666666666665	
16	2089.0	2089.0	
17	2093.6666666666665	2093.6666666666665	
18	2092.0	2092.0	
19	2092.0	2092.0	
20	2090.6666666666665	2090.6666666666665	
