Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	287.6152777777778	0.0	0.0	0.0
1	248.24138888888888	0.0	0.0	0.0
2	225.68555555555557	0.0	0.0	0.0
3	203.69	0.0	0.0	0.0
4	192.31472222222223	0.0	0.0	0.0
5	178.3411111111111	0.0	0.0	0.0
6	174.7927777777778	0.0	0.0	0.0
7	168.65305555555557	0.0	0.0	0.0
8	168.15805555555556	0.0	0.0	0.0
9	163.35166666666666	0.0	0.0	0.0
10	160.81916666666666	0.0	0.0	0.0
11	159.69611111111112	0.0	0.0	0.0
12	159.15	0.0	0.0	0.0
13	159.46555555555557	0.0	0.0	0.0
14	160.84972222222223	0.0	0.0	0.0
15	157.97611111111112	0.0	0.0	0.0
16	157.43333333333334	0.0	0.0	0.0
17	160.74444444444444	0.0	0.0	0.0
18	159.48305555555555	0.0	0.0	0.0
19	158.76305555555555	0.0	0.0	0.0
20	157.42805555555555	0.0	0.0	0.0
