Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:01:15	06:01:15	06:01:15			06:01:15	06:01:15	06:01:15	06:01:15	06:01:15	06:01:15	06:01:15	06:01:24	06:01:24	06:01:24	06:01:24	06:01:24	06:01:24			06:01:25	06:01:25		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
1	06:01:25	06:01:25	06:01:25	06:01:25	06:01:25	06:01:25	06:01:26	06:01:26	06:01:26	06:01:26	06:01:26	06:01:26	06:01:33	06:01:33	06:01:33	06:01:33	06:01:33	06:01:33			06:01:34	06:01:34		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
2	06:01:34	06:01:34	06:01:34	06:01:34	06:01:34	06:01:34			06:01:34	06:01:34	06:01:34	06:01:34	06:01:40	06:01:40	06:01:41	06:01:41	06:01:41	06:01:41			06:01:41	06:01:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	06:01:41	06:01:41	06:01:41	06:01:41	06:01:41	06:01:41			06:01:41	06:01:41	06:01:41	06:01:41	06:01:48	06:01:48	06:01:48	06:01:48	06:01:48	06:01:48			06:01:49	06:01:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	06:01:49	06:01:49	06:01:49	06:01:49	06:01:49	06:01:49			06:01:49	06:01:49	06:01:49	06:01:49	06:01:55	06:01:55	06:01:55	06:01:55	06:01:55	06:01:55			06:01:56	06:01:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	06:01:56	06:01:56	06:01:56	06:01:56	06:01:56	06:01:56			06:01:56	06:01:56	06:01:56	06:01:56	06:02:03	06:02:03	06:02:03	06:02:03	06:02:03	06:02:03			06:02:03	06:02:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	06:02:03	06:02:03	06:02:03	06:02:03	06:02:03	06:02:03			06:02:03	06:02:03	06:02:03	06:02:03	06:02:10	06:02:10	06:02:10	06:02:10	06:02:10	06:02:10			06:02:10	06:02:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
7	06:02:10	06:02:10	06:02:10	06:02:10	06:02:10	06:02:10			06:02:10	06:02:10	06:02:10	06:02:10	06:02:17	06:02:17	06:02:17	06:02:17	06:02:17	06:02:17			06:02:17	06:02:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
8	06:02:17	06:02:17	06:02:17	06:02:17	06:02:17	06:02:17			06:02:17	06:02:17	06:02:17	06:02:17	06:02:24	06:02:24	06:02:24	06:02:24	06:02:24	06:02:24			06:02:24	06:02:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	06:02:24	06:02:24	06:02:24	06:02:24	06:02:24	06:02:24			06:02:24	06:02:24	06:02:24	06:02:24	06:02:31	06:02:31	06:02:31	06:02:31	06:02:31	06:02:31			06:02:32	06:02:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
10	06:02:32	06:02:32	06:02:32	06:02:32	06:02:32	06:02:32	06:02:32	06:02:32	06:02:32	06:02:32	06:02:32	06:02:32	06:02:39	06:02:39	06:02:39	06:02:39	06:02:39	06:02:39	06:02:39	06:02:39	06:02:39	06:02:39		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
11	06:02:39	06:02:39	06:02:39	06:02:39	06:02:39	06:02:39			06:02:39	06:02:39	06:02:39	06:02:39	06:02:46	06:02:46	06:02:46	06:02:46	06:02:46	06:02:46			06:02:46	06:02:46		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
12	06:02:46	06:02:46	06:02:46	06:02:46	06:02:46	06:02:46			06:02:46	06:02:46	06:02:46	06:02:46	06:02:53	06:02:53	06:02:53	06:02:53	06:02:53	06:02:53			06:02:53	06:02:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
13	06:02:53	06:02:53	06:02:53	06:02:53	06:02:53	06:02:53			06:02:53	06:02:53	06:02:53	06:02:53	06:03:00	06:03:00	06:03:00	06:03:00	06:03:00	06:03:00			06:03:00	06:03:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
14	06:03:00	06:03:00	06:03:01	06:03:01	06:03:01	06:03:01			06:03:01	06:03:01	06:03:01	06:03:01	06:03:07	06:03:07	06:03:07	06:03:07	06:03:07	06:03:07			06:03:07	06:03:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
15	06:03:07	06:03:07	06:03:07	06:03:07	06:03:07	06:03:07			06:03:07	06:03:07	06:03:07	06:03:07	06:03:14	06:03:14	06:03:14	06:03:14	06:03:14	06:03:14			06:03:14	06:03:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
