ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2064.3333333333335	2064.3333333333335	
1	2064.3333333333335	2064.3333333333335	
2	2064.5	2064.5	
3	2064.5	2064.5	
4	2064.5	2064.5	
5	2064.6666666666665	2064.6666666666665	
6	2064.6666666666665	2064.6666666666665	
7	2064.5	2064.5	
8	2064.5	2064.5	
9	2064.6666666666665	2064.6666666666665	
10	2064.5	2064.5	
11	2064.5	2064.5	
12	2064.5	2064.5	
13	2064.5	2064.5	
14	2064.5	2064.5	
15	2064.5	2064.5	
16	2064.3333333333335	2064.3333333333335	
17	2064.5	2064.5	
18	2064.3333333333335	2064.3333333333335	
19	2064.5	2064.5	
20	2064.5	2064.5	
