ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.32839123312334	133.32839123312334	133.32839123312334	133.32839123312334
1	133.3453604207432	133.33720321040718	133.34186990281384	133.34653659522047
2	133.35847357178432	133.34313073145088	133.35162563163945	133.3599512308261
3	133.36469872498952	133.3449947181313	133.35604317711986	133.36660248610684
4	133.36968746383502	133.3452594962874	133.35907887333485	133.37210060686036
5	133.37480185859803	133.34680777211815	133.3629255027868	133.37774717449972
6	133.3803123944954	133.34850489507477	133.36647246882214	133.38295671660677
7	133.38379074636293	133.34844754778655	133.36838654907078	133.38677110931363
8	133.38612014839217	133.34776043021242	133.36972110284137	133.38990668407715
9	133.38843803729938	133.34552526160576	133.3697747913518	133.39212395259844
10	133.38704081338574	133.34319984669136	133.36845267393036	133.3911595311818
11	133.38948687076436	133.3434431447347	133.36952506800256	133.39302119157486
12	133.3893653672647	133.34042546924937	133.36856182105694	133.39408655325005
13	133.3918183898582	133.3397028226351	133.36909173184753	133.39561355355704
14	133.3898349079688	133.33829599755774	133.3682341351183	133.39540793388724
15	133.39122865340852	133.33789840559194	133.3683728936405	133.39636175187403
16	133.39221063723485	133.3361338364531	133.3673392997043	133.39636223540217
17	133.39006554231608	133.33382359185012	133.36582912233285	133.39595476399947
18	133.3893605253105	133.33229544602062	133.36502936140093	133.39568978172738
19	133.3901529185305	133.3316647621269	133.36501933455068	133.3961333198573
20	133.3899125457275	133.3300800087255	133.36424225977703	133.3959133290606
