Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	03:35:10	03:35:10	03:35:10			03:35:10	03:35:10	03:35:11	03:35:11	03:35:11	03:35:11	03:35:11	03:35:22	03:35:22	03:35:23	03:35:23	03:35:23	03:35:23			03:35:26	03:35:26		00:00:00		00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:03	00:00:15
1	03:35:26	03:35:26	03:35:26	03:35:26	03:35:27	03:35:27	03:35:27	03:35:27	03:35:27	03:35:27	03:35:27	03:35:27	03:35:35	03:35:35	03:35:35	03:35:35	03:35:35	03:35:35			03:35:38	03:35:38		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:02	00:00:11
2	03:35:38	03:35:38	03:35:38	03:35:38	03:35:38	03:35:38			03:35:39	03:35:39	03:35:39	03:35:39	03:35:55	03:35:55	03:35:55	03:35:55	03:35:56	03:35:56			03:35:59	03:35:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:16	00:00:00	00:00:00		00:00:03	00:00:21
3	03:36:00	03:36:00	03:36:00	03:36:00	03:36:00	03:36:00			03:36:00	03:36:00	03:36:00	03:36:00	03:36:09	03:36:09	03:36:09	03:36:09	03:36:09	03:36:09			03:36:10	03:36:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
4	03:36:11	03:36:11	03:36:11	03:36:11	03:36:11	03:36:11			03:36:11	03:36:11	03:36:11	03:36:11	03:36:19	03:36:19	03:36:19	03:36:19	03:36:19	03:36:19			03:36:20	03:36:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
5	03:36:20	03:36:20	03:36:20	03:36:20	03:36:20	03:36:20			03:36:21	03:36:21	03:36:21	03:36:21	03:36:30	03:36:30	03:36:30	03:36:30	03:36:30	03:36:30			03:36:31	03:36:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
6	03:36:31	03:36:31	03:36:31	03:36:31	03:36:31	03:36:31			03:36:31	03:36:31	03:36:31	03:36:31	03:36:39	03:36:39	03:36:39	03:36:39	03:36:39	03:36:39			03:36:39	03:36:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
7	03:36:39	03:36:39	03:36:39	03:36:39	03:36:39	03:36:39			03:36:39	03:36:39	03:36:39	03:36:39	03:36:46	03:36:46	03:36:46	03:36:46	03:36:46	03:36:46			03:36:47	03:36:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
8	03:36:47	03:36:47	03:36:47	03:36:47	03:36:47	03:36:47			03:36:47	03:36:47	03:36:47	03:36:47	03:36:54	03:36:54	03:36:54	03:36:54	03:36:54	03:36:54			03:36:54	03:36:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
9	03:36:55	03:36:55	03:36:55	03:36:55	03:36:55	03:36:55			03:36:55	03:36:55	03:36:55	03:36:55	03:37:01	03:37:01	03:37:01	03:37:01	03:37:01	03:37:01			03:37:02	03:37:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
