ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2041.0	2041.0	
1	2041.0	2041.0	
2	2041.0	2041.0	
3	2041.0	2041.0	
4	2041.0	2041.0	
5	2041.0	2041.0	
6	2041.0	2041.0	
7	2041.0	2041.0	
8	2041.0	2041.0	
9	2041.0	2041.0	
10	2041.0	2041.0	
11	2041.3333333333333	2041.3333333333333	
12	2041.3333333333333	2041.3333333333333	
13	2041.3333333333333	2041.3333333333333	
14	2041.3333333333333	2041.3333333333333	
15	2041.3333333333333	2041.3333333333333	
16	2041.3333333333333	2041.3333333333333	
17	2041.3333333333333	2041.3333333333333	
18	2041.3333333333333	2041.3333333333333	
19	2041.3333333333333	2041.3333333333333	
20	2041.3333333333333	2041.3333333333333	
