ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.40249839945176	133.40249839945176	133.40249839945176	133.40249839945176
1	133.4108280588421	133.40698170162833	133.40920950881684	133.41143731600536
2	133.41328942328488	133.4075948259513	133.41077987228226	133.41377889007293
3	133.41632409732324	133.40796677888338	133.41296232318834	133.41748627571124
4	133.41617100799812	133.4062664130434	133.41277478507706	133.41861740115834
5	133.41838838280026	133.40555757292663	133.41311402582693	133.41994256820257
6	133.421982155063	133.4070865491138	133.4151491135292	133.42248114961214
7	133.42162641079543	133.4067384480873	133.41524320527355	133.42311821767098
8	133.4223270733658	133.40544966315522	133.41495173141854	133.42377271887347
9	133.42046792084048	133.40390651487772	133.41413414558707	133.42351081546076
10	133.4225519704711	133.4030957988391	133.41428036565333	133.42451966161642
11	133.4231174752501	133.40261662873937	133.41409529938502	133.4245491847563
12	133.424017205699	133.40182225418224	133.41450882481868	133.42626076200474
13	133.42405638683204	133.40135346411327	133.41426660221444	133.425816682484
14	133.42339537319873	133.40014064343262	133.41386011770925	133.42604366993652
15	133.42358924671728	133.39850178827757	133.4132241837415	133.42642795647433
16	133.42446749006072	133.39809126213328	133.41288227364134	133.4260556099447
17	133.4233757525547	133.39716248403576	133.41260241809078	133.42648420540053
18	133.42415823144194	133.39616611247598	133.4122003193102	133.42666752385318
19	133.4229635792944	133.39524009867247	133.41143423516854	133.4260477815723
20	133.42269275496076	133.39441555553472	133.41069570179346	133.4253050814595
