Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	70.31222222222222	0.0	0.0	0.0
1	69.93916666666667	0.0	0.0	0.0
2	69.82694444444445	0.0	0.0	0.0
3	69.66944444444445	0.0	0.0	0.0
4	69.7025	0.0	0.0	0.0
5	69.59611111111111	0.0	0.0	0.0
6	69.41083333333333	0.0	0.0	0.0
7	69.42861111111111	0.0	0.0	0.0
8	69.39333333333333	0.0	0.0	0.0
9	69.47305555555556	0.0	0.0	0.0
10	69.39805555555556	0.0	0.0	0.0
11	69.3825	0.0	0.0	0.0
12	69.31888888888889	0.0	0.0	0.0
13	69.33305555555556	0.0	0.0	0.0
14	69.36138888888888	0.0	0.0	0.0
15	69.35583333333334	0.0	0.0	0.0
16	69.30638888888889	0.0	0.0	0.0
17	69.36777777777777	0.0	0.0	0.0
18	69.32722222222222	0.0	0.0	0.0
19	69.37972222222223	0.0	0.0	0.0
20	69.36833333333334	0.0	0.0	0.0
