Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	07:28:12	07:28:12	07:28:12			07:28:12	07:28:12	07:28:12	07:28:12	07:28:12	07:28:12	07:28:12	07:28:20	07:28:20	07:28:20	07:28:20	07:28:20	07:28:20			07:28:22	07:28:22		00:00:00		00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
1	07:28:22	07:28:22	07:28:22	07:28:22	07:28:22	07:28:22	07:28:22	07:28:22	07:28:22	07:28:22	07:28:22	07:28:22	07:28:29	07:28:29	07:28:29	07:28:29	07:28:29	07:28:29			07:28:30	07:28:30		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	07:28:30	07:28:30	07:28:30	07:28:30	07:28:30	07:28:30			07:28:30	07:28:30	07:28:30	07:28:30	07:28:37	07:28:37	07:28:37	07:28:37	07:28:37	07:28:37			07:28:38	07:28:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	07:28:38	07:28:38	07:28:38	07:28:38	07:28:38	07:28:38			07:28:38	07:28:38	07:28:38	07:28:38	07:28:44	07:28:44	07:28:44	07:28:44	07:28:44	07:28:44			07:28:45	07:28:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	07:28:45	07:28:45	07:28:45	07:28:45	07:28:45	07:28:45			07:28:45	07:28:45	07:28:45	07:28:45	07:28:51	07:28:51	07:28:51	07:28:51	07:28:51	07:28:51			07:28:52	07:28:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
5	07:28:52	07:28:52	07:28:52	07:28:52	07:28:52	07:28:52			07:28:52	07:28:52	07:28:52	07:28:52	07:28:59	07:28:59	07:28:59	07:28:59	07:28:59	07:28:59			07:28:59	07:28:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	07:28:59	07:28:59	07:28:59	07:28:59	07:28:59	07:28:59			07:28:59	07:28:59	07:28:59	07:28:59	07:29:05	07:29:05	07:29:05	07:29:05	07:29:05	07:29:05			07:29:06	07:29:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
7	07:29:06	07:29:06	07:29:06	07:29:06	07:29:06	07:29:06			07:29:06	07:29:06	07:29:06	07:29:06	07:29:12	07:29:12	07:29:12	07:29:12	07:29:12	07:29:12			07:29:13	07:29:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
8	07:29:13	07:29:13	07:29:13	07:29:13	07:29:13	07:29:13			07:29:13	07:29:13	07:29:13	07:29:13	07:29:20	07:29:20	07:29:20	07:29:20	07:29:20	07:29:20			07:29:20	07:29:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
9	07:29:20	07:29:20	07:29:20	07:29:20	07:29:20	07:29:20			07:29:20	07:29:20	07:29:20	07:29:20	07:29:26	07:29:26	07:29:26	07:29:26	07:29:26	07:29:26			07:29:27	07:29:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
10	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:34	07:29:34	07:29:34	07:29:34	07:29:34	07:29:34	07:29:34	07:29:34	07:29:34	07:29:34		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
11	07:29:34	07:29:34	07:29:34	07:29:34	07:29:34	07:29:34			07:29:34	07:29:34	07:29:34	07:29:34	07:29:41	07:29:41	07:29:41	07:29:41	07:29:41	07:29:41			07:29:41	07:29:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
12	07:29:41	07:29:41	07:29:41	07:29:41	07:29:41	07:29:41			07:29:41	07:29:41	07:29:41	07:29:41	07:29:48	07:29:48	07:29:48	07:29:48	07:29:48	07:29:48			07:29:48	07:29:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
13	07:29:48	07:29:48	07:29:48	07:29:48	07:29:48	07:29:48			07:29:48	07:29:48	07:29:48	07:29:48	07:29:55	07:29:55	07:29:55	07:29:55	07:29:55	07:29:55			07:29:55	07:29:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
14	07:29:55	07:29:55	07:29:55	07:29:55	07:29:55	07:29:55			07:29:55	07:29:55	07:29:55	07:29:55	07:30:02	07:30:02	07:30:02	07:30:02	07:30:02	07:30:02			07:30:02	07:30:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
15	07:30:02	07:30:02	07:30:02	07:30:02	07:30:02	07:30:02			07:30:02	07:30:02	07:30:02	07:30:02	07:30:09	07:30:09	07:30:09	07:30:09	07:30:09	07:30:09			07:30:09	07:30:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
16	07:30:09	07:30:09	07:30:09	07:30:09	07:30:09	07:30:09			07:30:09	07:30:09	07:30:09	07:30:09	07:30:16	07:30:16	07:30:16	07:30:16	07:30:16	07:30:16			07:30:16	07:30:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
17	07:30:16	07:30:16	07:30:16	07:30:16	07:30:16	07:30:16			07:30:16	07:30:16	07:30:16	07:30:16	07:30:23	07:30:23	07:30:23	07:30:23	07:30:23	07:30:23			07:30:23	07:30:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
18	07:30:23	07:30:23	07:30:23	07:30:23	07:30:23	07:30:23			07:30:23	07:30:23	07:30:23	07:30:23	07:30:30	07:30:30	07:30:30	07:30:30	07:30:30	07:30:30			07:30:30	07:30:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
19	07:30:30	07:30:30	07:30:30	07:30:30	07:30:30	07:30:30			07:30:30	07:30:30	07:30:30	07:30:30	07:30:36	07:30:36	07:30:36	07:30:36	07:30:36	07:30:36			07:30:37	07:30:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
20	07:30:37	07:30:37	07:30:37	07:30:37	07:30:37	07:30:37	07:30:37	07:30:37	07:30:37	07:30:37	07:30:37	07:30:37	07:30:44	07:30:44	07:30:44	07:30:44	07:30:44	07:30:44	07:30:44	07:30:44	07:30:44	07:30:44		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
