ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2064.0	2064.0	
1	2076.0	2076.0	
2	2083.6666666666665	2083.6666666666665	
3	2100.3333333333335	2100.3333333333335	
4	2104.6666666666665	2104.6666666666665	
5	2108.6666666666665	2108.6666666666665	
6	2114.0	2114.0	
7	2118.0	2118.0	
8	2119.0	2119.0	
9	2123.3333333333335	2123.3333333333335	
10	2124.3333333333335	2124.3333333333335	
11	2129.0	2129.0	
12	2123.6666666666665	2123.6666666666665	
13	2126.3333333333335	2126.3333333333335	
14	2127.0	2127.0	
15	2124.6666666666665	2124.6666666666665	
16	2125.0	2125.0	
17	2134.0	2134.0	
18	2129.6666666666665	2129.6666666666665	
19	2129.0	2129.0	
20	2131.6666666666665	2131.6666666666665	
