Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:04:03	06:04:03	06:04:03			06:04:03	06:04:03	06:04:03	06:04:03	06:04:03	06:04:03	06:04:03	06:04:12	06:04:12	06:04:12	06:04:12	06:04:12	06:04:12			06:04:13	06:04:13		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
1	06:04:14	06:04:14	06:04:14	06:04:14	06:04:14	06:04:14	06:04:14	06:04:14	06:04:14	06:04:14	06:04:14	06:04:14	06:04:21	06:04:21	06:04:21	06:04:21	06:04:21	06:04:21			06:04:22	06:04:22		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
2	06:04:22	06:04:22	06:04:22	06:04:22	06:04:22	06:04:22			06:04:22	06:04:22	06:04:22	06:04:22	06:04:29	06:04:29	06:04:29	06:04:29	06:04:29	06:04:29			06:04:29	06:04:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	06:04:30	06:04:30	06:04:30	06:04:30	06:04:30	06:04:30			06:04:30	06:04:30	06:04:30	06:04:30	06:04:36	06:04:36	06:04:36	06:04:36	06:04:36	06:04:36			06:04:37	06:04:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	06:04:37	06:04:37	06:04:37	06:04:37	06:04:37	06:04:37			06:04:37	06:04:37	06:04:37	06:04:37	06:04:44	06:04:44	06:04:44	06:04:44	06:04:44	06:04:44			06:04:44	06:04:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	06:04:44	06:04:44	06:04:44	06:04:44	06:04:44	06:04:44			06:04:44	06:04:44	06:04:44	06:04:44	06:04:51	06:04:51	06:04:51	06:04:51	06:04:51	06:04:51			06:04:51	06:04:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	06:04:51	06:04:51	06:04:51	06:04:51	06:04:52	06:04:52			06:04:52	06:04:52	06:04:52	06:04:52	06:04:58	06:04:58	06:04:58	06:04:58	06:04:58	06:04:58			06:04:59	06:04:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	06:04:59	06:04:59	06:04:59	06:04:59	06:04:59	06:04:59			06:04:59	06:04:59	06:04:59	06:04:59	06:05:06	06:05:06	06:05:06	06:05:06	06:05:06	06:05:06			06:05:06	06:05:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	06:05:06	06:05:06	06:05:06	06:05:06	06:05:06	06:05:06			06:05:06	06:05:06	06:05:06	06:05:06	06:05:13	06:05:13	06:05:13	06:05:13	06:05:13	06:05:13			06:05:13	06:05:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
9	06:05:14	06:05:14	06:05:14	06:05:14	06:05:14	06:05:14			06:05:14	06:05:14	06:05:14	06:05:14	06:05:20	06:05:20	06:05:20	06:05:20	06:05:20	06:05:20			06:05:20	06:05:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
