Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	279.305	0.0	0.0	0.0
1	243.84972222222223	0.0	0.0	0.0
2	217.2575	0.0	0.0	0.0
3	198.82611111111112	0.0	0.0	0.0
4	192.77083333333334	0.0	0.0	0.0
5	180.00833333333333	0.0	0.0	0.0
6	178.15027777777777	0.0	0.0	0.0
7	175.0413888888889	0.0	0.0	0.0
8	170.8047222222222	0.0	0.0	0.0
9	170.58	0.0	0.0	0.0
10	168.21444444444444	0.0	0.0	0.0
11	166.8502777777778	0.0	0.0	0.0
12	163.82111111111112	0.0	0.0	0.0
13	165.8813888888889	0.0	0.0	0.0
14	162.94444444444446	0.0	0.0	0.0
15	160.6563888888889	0.0	0.0	0.0
16	158.66444444444446	0.0	0.0	0.0
17	164.4375	0.0	0.0	0.0
18	162.42194444444445	0.0	0.0	0.0
19	161.60305555555556	0.0	0.0	0.0
20	162.66916666666665	0.0	0.0	0.0
