Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	2220.972222222222	0.0	0.0	0.0
1	1869.566111111111	0.0	0.0	0.0
2	1629.148888888889	0.0	0.0	0.0
3	1488.91	0.0	0.0	0.0
4	1407.976111111111	0.0	0.0	0.0
5	1352.1238888888888	0.0	0.0	0.0
6	1306.8908333333334	0.0	0.0	0.0
7	1290.1716666666666	0.0	0.0	0.0
8	1278.2130555555555	0.0	0.0	0.0
9	1267.598888888889	0.0	0.0	0.0
10	1263.2958333333333	0.0	0.0	0.0
11	1255.4194444444445	0.0	0.0	0.0
12	1251.8416666666667	0.0	0.0	0.0
13	1249.1605555555554	0.0	0.0	0.0
14	1247.2847222222222	0.0	0.0	0.0
15	1245.1130555555555	0.0	0.0	0.0
16	1243.44	0.0	0.0	0.0
17	1241.2958333333333	0.0	0.0	0.0
18	1239.6155555555556	0.0	0.0	0.0
19	1239.2475	0.0	0.0	0.0
20	1241.645	0.0	0.0	0.0
