ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	130.17444893749112	130.17444893749112	130.17444893749112	130.17444893749112
1	131.007393282123	130.77870460524284	130.89412493240783	131.00954525957255
2	131.58371399929047	131.20770680497677	131.40095076431922	131.5862270818063
3	131.8977229777255	131.43084695044948	131.6743428533361	131.90064691976826
4	132.07722103046362	131.55538526927808	131.83370398666744	132.08372622666425
5	132.20017979592177	131.63559133030085	131.94493525758696	132.20803077446948
6	132.2971305801789	131.6962068182187	132.03023673876234	132.30457594869412
7	132.33513106889544	131.71509547502066	132.0665308868003	132.34645266436976
8	132.3647814616141	131.72522887331667	132.09463143001793	132.3784428192668
9	132.38554340624725	131.73034637564203	132.11277981926781	132.40020944614196
10	132.3973058132086	131.73155016547827	132.12663953831563	132.41318166932652
11	132.4152864653036	131.73656602051412	132.14336830546094	132.43179406752208
12	132.42429743965258	131.7362192162937	132.1532274380589	132.44100180582063
13	132.4299560694108	131.7349536650853	132.16053867645442	132.4494360144554
14	132.43304781997816	131.7310650370528	132.1653293261733	132.45483775301523
15	132.43679995118737	131.7329776215402	132.17181207313874	132.4581675836167
16	132.44047299108243	131.7312049102722	132.17711431928544	132.462465487633
17	132.44610312092888	131.73479505688493	132.18270616687045	132.46692158725637
18	132.45148880472547	131.73215526040983	132.18750263340968	132.47307615006773
19	132.4495682510886	131.73481029243155	132.19014589573095	132.47351363140757
20	132.44563772702196	131.73616589278512	132.19210579676923	132.47181303302898
