Iteration	car
0	3361.1074961149984
1	3360.9760039215103
2	3359.835753254977
3	3361.695670716064
4	3360.308923188561
5	3359.9770488058284
6	3359.61920007905
7	3360.4186469498286
8	3360.395172175283
9	3359.752217504744
10	3359.525194624668
11	3359.119269265062
12	3359.0101251985116
13	3359.372223597737
14	3359.267199193769
15	3358.853158386034
16	3360.131862695191
17	3359.2809044371174
18	3359.3743199042788
19	3359.4616854551796
20	3359.0879316361384
