Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:44:18	05:44:18	05:44:18			05:44:18	05:44:18	05:44:19	05:44:19	05:44:19	05:44:19	05:44:19	05:44:26	05:44:26	05:44:26	05:44:26	05:44:26	05:44:26			05:44:28	05:44:28		00:00:00		00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
1	05:44:28	05:44:28	05:44:28	05:44:28	05:44:29	05:44:29	05:44:29	05:44:29	05:44:29	05:44:29	05:44:29	05:44:29	05:44:35	05:44:35	05:44:35	05:44:35	05:44:35	05:44:35			05:44:37	05:44:37		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:08
2	05:44:37	05:44:37	05:44:37	05:44:37	05:44:37	05:44:37			05:44:37	05:44:37	05:44:37	05:44:37	05:44:44	05:44:44	05:44:44	05:44:44	05:44:44	05:44:44			05:44:45	05:44:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	05:44:45	05:44:45	05:44:45	05:44:45	05:44:45	05:44:45			05:44:45	05:44:45	05:44:45	05:44:45	05:44:51	05:44:51	05:44:51	05:44:51	05:44:51	05:44:51			05:44:52	05:44:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	05:44:52	05:44:52	05:44:52	05:44:52	05:44:52	05:44:52			05:44:52	05:44:52	05:44:52	05:44:52	05:44:59	05:44:59	05:44:59	05:44:59	05:44:59	05:44:59			05:44:59	05:44:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	05:44:59	05:44:59	05:44:59	05:44:59	05:44:59	05:44:59			05:44:59	05:44:59	05:44:59	05:44:59	05:45:06	05:45:06	05:45:06	05:45:06	05:45:06	05:45:06			05:45:06	05:45:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	05:45:06	05:45:06	05:45:06	05:45:06	05:45:06	05:45:06			05:45:06	05:45:06	05:45:06	05:45:06	05:45:13	05:45:13	05:45:13	05:45:13	05:45:13	05:45:13			05:45:14	05:45:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	05:45:14	05:45:14	05:45:14	05:45:14	05:45:14	05:45:14			05:45:14	05:45:14	05:45:14	05:45:14	05:45:20	05:45:20	05:45:20	05:45:20	05:45:20	05:45:20			05:45:20	05:45:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
8	05:45:20	05:45:20	05:45:20	05:45:20	05:45:21	05:45:21			05:45:21	05:45:21	05:45:21	05:45:21	05:45:27	05:45:27	05:45:27	05:45:27	05:45:27	05:45:27			05:45:27	05:45:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	05:45:27	05:45:27	05:45:27	05:45:27	05:45:27	05:45:27			05:45:27	05:45:27	05:45:27	05:45:27	05:45:34	05:45:34	05:45:34	05:45:34	05:45:34	05:45:34			05:45:34	05:45:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
10	05:45:35	05:45:35	05:45:35	05:45:35	05:45:35	05:45:35	05:45:35	05:45:35	05:45:35	05:45:35	05:45:35	05:45:35	05:45:41	05:45:41	05:45:41	05:45:41	05:45:41	05:45:41	05:45:41	05:45:41	05:45:42	05:45:42		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
11	05:45:42	05:45:42	05:45:42	05:45:42	05:45:42	05:45:42			05:45:42	05:45:42	05:45:42	05:45:42	05:45:48	05:45:48	05:45:48	05:45:48	05:45:48	05:45:48			05:45:49	05:45:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
12	05:45:49	05:45:49	05:45:49	05:45:49	05:45:49	05:45:49			05:45:49	05:45:49	05:45:49	05:45:49	05:45:55	05:45:55	05:45:55	05:45:55	05:45:55	05:45:55			05:45:56	05:45:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
13	05:45:56	05:45:56	05:45:56	05:45:56	05:45:56	05:45:56			05:45:56	05:45:56	05:45:56	05:45:56	05:46:02	05:46:02	05:46:02	05:46:02	05:46:02	05:46:02			05:46:03	05:46:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
14	05:46:03	05:46:03	05:46:03	05:46:03	05:46:03	05:46:03			05:46:03	05:46:03	05:46:03	05:46:03	05:46:09	05:46:09	05:46:09	05:46:09	05:46:09	05:46:09			05:46:10	05:46:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
15	05:46:10	05:46:10	05:46:10	05:46:10	05:46:10	05:46:10			05:46:10	05:46:10	05:46:10	05:46:10	05:46:16	05:46:16	05:46:16	05:46:16	05:46:16	05:46:16			05:46:17	05:46:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
