Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	79.53027777777778	0.0	0.0	0.0
1	78.72305555555556	0.0	0.0	0.0
2	78.32833333333333	0.0	0.0	0.0
3	77.63833333333334	0.0	0.0	0.0
4	77.54472222222222	0.0	0.0	0.0
5	77.3275	0.0	0.0	0.0
6	77.05	0.0	0.0	0.0
7	76.8275	0.0	0.0	0.0
8	76.62444444444445	0.0	0.0	0.0
9	76.57972222222222	0.0	0.0	0.0
10	76.4375	0.0	0.0	0.0
11	76.29833333333333	0.0	0.0	0.0
12	76.07527777777777	0.0	0.0	0.0
13	76.19	0.0	0.0	0.0
14	75.99722222222222	0.0	0.0	0.0
15	76.02888888888889	0.0	0.0	0.0
16	76.02305555555556	0.0	0.0	0.0
17	75.96388888888889	0.0	0.0	0.0
18	75.97972222222222	0.0	0.0	0.0
19	75.95055555555555	0.0	0.0	0.0
20	76.01	0.0	0.0	0.0
