ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.4036955694718	133.4036955694718	133.4036955694718	133.4036955694718
1	133.42119013646317	133.41539384324176	133.4196360338441	133.4238782244465
2	133.42947009835814	133.41366490585446	133.42391680034387	133.43420286115418
3	133.44678377235647	133.42189769022784	133.43619943243158	133.4499908936559
4	133.448016688458	133.41784162269374	133.43501639549385	133.45149127107092
5	133.45009692475944	133.41520392658515	133.4360487579144	133.45625288688794
6	133.45755973708862	133.41581476911102	133.4400389293888	133.46242490405228
7	133.46124251083467	133.41387387217165	133.4405430758755	133.46557722274
8	133.46756773045146	133.41361581278295	133.4446349631616	133.47292044820165
9	133.46849030270596	133.40952764638965	133.44369170782724	133.47508522565028
10	133.47224017687563	133.40810879896415	133.44477388688725	133.47781693528813
11	133.4741458277156	133.4057327294022	133.44380115764864	133.47916889982943
12	133.4790309551671	133.40830199273665	133.4480778791663	133.48484231507882
13	133.4768583327626	133.4048714834178	133.44559607953346	133.48308506623397
14	133.48140521780695	133.40430691456723	133.4479496976557	133.48859288063326
15	133.48067784890483	133.40229112178525	133.4466223757652	133.48868814481474
16	133.480247105413	133.39934953597535	133.44471047905358	133.486928103226
17	133.4820483379178	133.3987227998335	133.4452157900079	133.4879596905228
18	133.48060733349314	133.39548174098428	133.443057604197	133.4865776364417
19	133.48068692550453	133.39437743419708	133.44379444927696	133.48941389295896
20	133.48012576432367	133.39236680841833	133.44250939397068	133.48889398276256
