ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.49098600375106	133.49098600375106	133.49098600375106	133.49098600375106
1	133.50658959998654	133.49852448679286	133.50371000100768	133.50889551522258
2	133.5188537146009	133.50014350795394	133.51087718136932	133.52140409952133
3	133.52503863896612	133.50018277385405	133.51553602786186	133.53040002677844
4	133.5239966530935	133.49263441318678	133.5115736859209	133.529691485492
5	133.5353447573721	133.49426433755693	133.51766451778656	133.54062175265318
6	133.53897158734347	133.4929064441533	133.51966092335024	133.5456608975905
7	133.54042299811292	133.48989549215716	133.5185905801562	133.5463686938022
8	133.5472385480106	133.48932790531418	133.52088869670925	133.55148961446676
9	133.54746082149163	133.48766381903985	133.5213800437959	133.5532145251217
10	133.55069803737697	133.48617437067736	133.52134938794626	133.55513456623606
11	133.5535597383958	133.48315013025018	133.5214824015802	133.55878477824825
12	133.5573876192661	133.48099676874673	133.52328488356514	133.56450091397136
13	133.5548561767942	133.47705344080742	133.5207516837398	133.56207625823788
14	133.56149704599403	133.47565678043878	133.5225341711569	133.56720860487346
15	133.55932779398208	133.4720563649526	133.52106254500268	133.56701036107228
16	133.5627590330535	133.46890991908555	133.52115875590732	133.56933408227314
17	133.5628738316263	133.4669018754838	133.5214323367051	133.5711006149867
18	133.5640946199888	133.46367643383272	133.519798659332	133.5723243669861
19	133.5624964454238	133.46273566833125	133.51882473579022	133.5719305516532
20	133.56381537594243	133.46084221659808	133.5186536511558	133.57344046587758
