Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:49:55	05:49:55	05:49:55			05:49:55	05:49:55	05:49:55	05:49:55	05:49:55	05:49:55	05:49:55	05:50:04	05:50:04	05:50:04	05:50:04	05:50:04	05:50:04			05:50:05	05:50:05		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
1	05:50:05	05:50:05	05:50:05	05:50:05	05:50:05	05:50:05	05:50:05	05:50:06	05:50:06	05:50:06	05:50:06	05:50:06	05:50:12	05:50:12	05:50:12	05:50:12	05:50:12	05:50:12			05:50:13	05:50:13		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	05:50:13	05:50:13	05:50:13	05:50:13	05:50:13	05:50:13			05:50:13	05:50:13	05:50:13	05:50:13	05:50:20	05:50:20	05:50:20	05:50:20	05:50:20	05:50:20			05:50:21	05:50:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	05:50:21	05:50:21	05:50:21	05:50:21	05:50:21	05:50:21			05:50:21	05:50:21	05:50:21	05:50:21	05:50:27	05:50:27	05:50:27	05:50:27	05:50:27	05:50:27			05:50:28	05:50:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
4	05:50:28	05:50:28	05:50:28	05:50:28	05:50:28	05:50:28			05:50:28	05:50:28	05:50:28	05:50:28	05:50:34	05:50:34	05:50:34	05:50:34	05:50:34	05:50:34			05:50:35	05:50:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	05:50:35	05:50:35	05:50:35	05:50:35	05:50:35	05:50:35			05:50:35	05:50:35	05:50:35	05:50:35	05:50:42	05:50:42	05:50:42	05:50:42	05:50:42	05:50:42			05:50:42	05:50:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	05:50:42	05:50:42	05:50:42	05:50:42	05:50:42	05:50:42			05:50:42	05:50:42	05:50:42	05:50:42	05:50:49	05:50:49	05:50:49	05:50:49	05:50:49	05:50:49			05:50:49	05:50:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	05:50:50	05:50:50	05:50:50	05:50:50	05:50:50	05:50:50			05:50:50	05:50:50	05:50:50	05:50:50	05:50:56	05:50:56	05:50:56	05:50:56	05:50:56	05:50:56			05:50:56	05:50:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
8	05:50:56	05:50:56	05:50:56	05:50:56	05:50:56	05:50:56			05:50:56	05:50:56	05:50:56	05:50:56	05:51:03	05:51:03	05:51:03	05:51:03	05:51:03	05:51:03			05:51:03	05:51:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	05:51:03	05:51:03	05:51:03	05:51:03	05:51:03	05:51:03			05:51:03	05:51:03	05:51:03	05:51:03	05:51:10	05:51:10	05:51:10	05:51:10	05:51:10	05:51:10			05:51:10	05:51:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
