Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	79.62555555555555	0.0	0.0	0.0
1	78.92305555555555	0.0	0.0	0.0
2	78.34833333333333	0.0	0.0	0.0
3	78.06777777777778	0.0	0.0	0.0
4	78.21861111111112	0.0	0.0	0.0
5	77.63222222222223	0.0	0.0	0.0
6	77.4225	0.0	0.0	0.0
7	77.34222222222222	0.0	0.0	0.0
8	77.00694444444444	0.0	0.0	0.0
9	77.09916666666666	0.0	0.0	0.0
10	76.92333333333333	0.0	0.0	0.0
11	76.8338888888889	0.0	0.0	0.0
12	76.70777777777778	0.0	0.0	0.0
13	76.78666666666666	0.0	0.0	0.0
14	76.47638888888889	0.0	0.0	0.0
15	76.5663888888889	0.0	0.0	0.0
16	76.41277777777778	0.0	0.0	0.0
17	76.40805555555555	0.0	0.0	0.0
18	76.3425	0.0	0.0	0.0
19	76.41805555555555	0.0	0.0	0.0
20	76.37444444444445	0.0	0.0	0.0
