ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.42914336324054	133.42914336324054	133.42914336324054	133.42914336324054
1	133.44081190220606	133.4350092096418	133.43885864621146	133.44270808278105
2	133.44887589443312	133.43568115625743	133.44342621938728	133.4511239132302
3	133.46247801468058	133.44270401877137	133.45341477970172	133.46397428339452
4	133.46515662466257	133.44193666276448	133.4547363060549	133.4674371434556
5	133.4698017892157	133.44292751217614	133.45751379749777	133.4717786131529
6	133.47289864012086	133.44227904140692	133.45939983391725	133.47614820920757
7	133.47480487142025	133.4411825410804	133.4601470360686	133.47816846223628
8	133.4776461521117	133.4399798180989	133.46143662022806	133.4816790890284
9	133.48077725589718	133.43988666237425	133.4624597999465	133.48366457234528
10	133.4805910241476	133.43819911359273	133.46249223293879	133.48512213159347
11	133.4804693892137	133.4352217258915	133.4610372901435	133.48548856121764
12	133.48423839735455	133.43494059336987	133.46229449203	133.48828330484886
13	133.48140736669646	133.43100481589636	133.4604557749641	133.48816739860516
14	133.4837655854876	133.42915098747054	133.45979414892832	133.48826070937463
15	133.48411108810873	133.42797277597086	133.45968776587915	133.48895084513717
16	133.4838955656613	133.42680481043487	133.45910893174943	133.4892973437941
17	133.48521696597442	133.4251065282776	133.45852848928726	133.48980367490037
18	133.48227087012484	133.42299743425602	133.457724389239	133.49015722689006
19	133.4856073952961	133.42253465147706	133.45764145023193	133.49024094865683
20	133.48610739875275	133.42073558530313	133.45711660850228	133.4915059787009
