Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	03:31:48	03:31:48	03:31:48			03:31:48	03:31:48	03:31:48	03:31:48	03:31:48	03:31:49	03:31:49	03:31:59	03:31:59	03:31:59	03:31:59	03:31:59	03:31:59			03:32:01	03:32:01		00:00:00		00:00:00	00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:01	00:00:12
1	03:32:01	03:32:01	03:32:01	03:32:01	03:32:01	03:32:01	03:32:01	03:32:02	03:32:02	03:32:02	03:32:02	03:32:02	03:32:10	03:32:10	03:32:10	03:32:10	03:32:10	03:32:10			03:32:11	03:32:11		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:10
2	03:32:12	03:32:12	03:32:12	03:32:12	03:32:12	03:32:12			03:32:12	03:32:12	03:32:12	03:32:12	03:32:19	03:32:19	03:32:19	03:32:19	03:32:19	03:32:19			03:32:20	03:32:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	03:32:20	03:32:20	03:32:20	03:32:20	03:32:20	03:32:20			03:32:20	03:32:20	03:32:20	03:32:20	03:32:28	03:32:28	03:32:28	03:32:28	03:32:28	03:32:28			03:32:28	03:32:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
4	03:32:28	03:32:28	03:32:28	03:32:28	03:32:29	03:32:29			03:32:29	03:32:29	03:32:29	03:32:29	03:32:36	03:32:36	03:32:36	03:32:36	03:32:36	03:32:36			03:32:36	03:32:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
5	03:32:37	03:32:37	03:32:37	03:32:37	03:32:37	03:32:37			03:32:37	03:32:37	03:32:37	03:32:37	03:32:44	03:32:44	03:32:44	03:32:44	03:32:44	03:32:44			03:32:45	03:32:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
6	03:32:45	03:32:45	03:32:45	03:32:45	03:32:45	03:32:45			03:32:45	03:32:45	03:32:45	03:32:45	03:32:52	03:32:52	03:32:53	03:32:53	03:32:53	03:32:53			03:32:53	03:32:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
7	03:32:53	03:32:53	03:32:53	03:32:53	03:32:53	03:32:53			03:32:53	03:32:53	03:32:53	03:32:53	03:33:01	03:33:01	03:33:01	03:33:01	03:33:01	03:33:01			03:33:02	03:33:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
8	03:33:02	03:33:02	03:33:02	03:33:02	03:33:02	03:33:02			03:33:02	03:33:02	03:33:02	03:33:02	03:33:10	03:33:10	03:33:10	03:33:10	03:33:10	03:33:10			03:33:11	03:33:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:08
9	03:33:11	03:33:11	03:33:11	03:33:11	03:33:11	03:33:11			03:33:11	03:33:11	03:33:11	03:33:11	03:33:19	03:33:19	03:33:19	03:33:19	03:33:19	03:33:19			03:33:20	03:33:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:08
10	03:33:20	03:33:20	03:33:20	03:33:20	03:33:20	03:33:20	03:33:20	03:33:20	03:33:20	03:33:20	03:33:20	03:33:20	03:33:28	03:33:28	03:33:28	03:33:28	03:33:28	03:33:28	03:33:28	03:33:28	03:33:29	03:33:29		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00	00:00:00	00:00:01	00:00:09
11	03:33:30	03:33:30	03:33:30	03:33:30	03:33:30	03:33:30			03:33:30	03:33:30	03:33:30	03:33:30	03:33:37	03:33:37	03:33:37	03:33:37	03:33:37	03:33:37			03:33:38	03:33:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
