ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	132.26140940245497	132.26140940245497	132.26140940245497	132.26140940245497
1	132.26440777991542	132.2632403026048	132.26392198569104	132.2646036687773
2	132.26574838478638	132.26356695179385	132.2649711663953	132.26638534226896
3	132.26636715220107	132.26326092454258	132.26528792995154	132.26729832062247
4	132.26781045464062	132.26262422248976	132.26560717038828	132.26855513937025
5	132.2688400966991	132.26263554181375	132.26602299139998	132.26934050928875
6	132.26933694599074	132.2626820051696	132.26662353523372	132.270319817992
7	132.26866238369428	132.2611253898756	132.26577197144093	132.26999737995217
8	132.26822957254734	132.25942758275752	132.26485779040405	132.26999011898414
9	132.26983119890525	132.2595109537866	132.26537595381328	132.27072245299098
10	132.26881532222512	132.2575610429519	132.26457664154344	132.2708996177228
11	132.26951971315484	132.25710332431163	132.26440199662213	132.2709355557311
12	132.26994649620963	132.25637775331128	132.26453155896507	132.27172509409186
13	132.27035754646715	132.25531795162198	132.26412373174307	132.2720882982869
14	132.27155163969553	132.2549795242315	132.26434026790704	132.27274441212612
15	132.27157782599036	132.25420037967143	132.26413864397438	132.27301911714457
16	132.2710338978513	132.25346191760212	132.26353340145985	132.27238912804998
17	132.2715425004049	132.25297258255318	132.26354443334043	132.27292418931444
18	132.2720299266031	132.25232407785927	132.26350283684005	132.27325015352858
19	132.2715408543549	132.25158734692621	132.26309301290524	132.2731464018986
20	132.2715012381286	132.25119289536295	132.2629202175268	132.27300449090987
