Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	129.71194444444444	0.0	0.0	0.0
1	129.58333333333334	0.0	0.0	0.0
2	129.5175	0.0	0.0	0.0
3	129.48472222222222	0.0	0.0	0.0
4	129.4127777777778	0.0	0.0	0.0
5	129.36055555555555	0.0	0.0	0.0
6	129.35361111111112	0.0	0.0	0.0
7	129.385	0.0	0.0	0.0
8	129.39916666666667	0.0	0.0	0.0
9	129.33166666666668	0.0	0.0	0.0
10	129.33527777777778	0.0	0.0	0.0
11	129.34333333333333	0.0	0.0	0.0
12	129.33638888888888	0.0	0.0	0.0
13	129.29805555555555	0.0	0.0	0.0
14	129.24916666666667	0.0	0.0	0.0
15	129.2461111111111	0.0	0.0	0.0
16	129.25555555555556	0.0	0.0	0.0
17	129.2425	0.0	0.0	0.0
18	129.23	0.0	0.0	0.0
19	129.2552777777778	0.0	0.0	0.0
20	129.23611111111111	0.0	0.0	0.0
