Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	07:08:01	07:08:01	07:08:01			07:08:01	07:08:01	07:08:01	07:08:01	07:08:01	07:08:01	07:08:01	07:08:09	07:08:09	07:08:09	07:08:09	07:08:09	07:08:09			07:08:10	07:08:10		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
1	07:08:11	07:08:11	07:08:11	07:08:11	07:08:11	07:08:11	07:08:11	07:08:11	07:08:11	07:08:11	07:08:11	07:08:11	07:08:18	07:08:18	07:08:18	07:08:18	07:08:18	07:08:18			07:08:19	07:08:19		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:08
2	07:08:19	07:08:19	07:08:19	07:08:19	07:08:19	07:08:19			07:08:19	07:08:19	07:08:19	07:08:19	07:08:26	07:08:26	07:08:26	07:08:26	07:08:26	07:08:26			07:08:27	07:08:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	07:08:27	07:08:27	07:08:27	07:08:27	07:08:27	07:08:27			07:08:27	07:08:27	07:08:27	07:08:27	07:08:34	07:08:34	07:08:34	07:08:34	07:08:34	07:08:34			07:08:34	07:08:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	07:08:34	07:08:34	07:08:34	07:08:34	07:08:34	07:08:34			07:08:34	07:08:34	07:08:34	07:08:34	07:08:41	07:08:41	07:08:41	07:08:41	07:08:41	07:08:41			07:08:42	07:08:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	07:08:42	07:08:42	07:08:42	07:08:42	07:08:42	07:08:42			07:08:42	07:08:42	07:08:42	07:08:42	07:08:48	07:08:48	07:08:48	07:08:48	07:08:48	07:08:48			07:08:49	07:08:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
6	07:08:49	07:08:49	07:08:49	07:08:49	07:08:49	07:08:49			07:08:49	07:08:49	07:08:49	07:08:49	07:08:55	07:08:55	07:08:55	07:08:55	07:08:55	07:08:55			07:08:56	07:08:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
7	07:08:56	07:08:56	07:08:56	07:08:56	07:08:56	07:08:56			07:08:56	07:08:56	07:08:56	07:08:56	07:09:02	07:09:02	07:09:02	07:09:02	07:09:02	07:09:02			07:09:03	07:09:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	07:09:03	07:09:03	07:09:03	07:09:03	07:09:03	07:09:03			07:09:03	07:09:03	07:09:03	07:09:03	07:09:09	07:09:09	07:09:09	07:09:09	07:09:09	07:09:09			07:09:10	07:09:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	07:09:10	07:09:10	07:09:10	07:09:10	07:09:10	07:09:10			07:09:10	07:09:10	07:09:10	07:09:10	07:09:16	07:09:16	07:09:16	07:09:16	07:09:16	07:09:16			07:09:17	07:09:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
