Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	314.01666666666665	0.0	0.0	0.0
1	313.96166666666664	0.0	0.0	0.0
2	313.9561111111111	0.0	0.0	0.0
3	313.8883333333333	0.0	0.0	0.0
4	313.94388888888886	0.0	0.0	0.0
5	313.87638888888887	0.0	0.0	0.0
6	313.85083333333336	0.0	0.0	0.0
7	313.8513888888889	0.0	0.0	0.0
8	313.8544444444444	0.0	0.0	0.0
9	313.8666666666667	0.0	0.0	0.0
10	313.8072222222222	0.0	0.0	0.0
11	313.8016666666667	0.0	0.0	0.0
12	313.7736111111111	0.0	0.0	0.0
13	313.80555555555554	0.0	0.0	0.0
14	313.78055555555557	0.0	0.0	0.0
15	313.7761111111111	0.0	0.0	0.0
16	313.7211111111111	0.0	0.0	0.0
17	313.7558333333333	0.0	0.0	0.0
18	313.74333333333334	0.0	0.0	0.0
19	313.7813888888889	0.0	0.0	0.0
20	313.7605555555556	0.0	0.0	0.0
