ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	127.85478478922542	127.85478478922542	127.85478478922542	127.85478478922542
1	127.85636967603402	127.85552227692061	127.85612139105882	127.85672050519707
2	127.85655995860863	127.85477530803705	127.8560311161731	127.85724431148016
3	127.85770705015592	127.85468293719714	127.85648833067059	127.85822934746224
4	127.85697576668026	127.85367792859275	127.85613048794643	127.85842388612757
5	127.85798502892067	127.85290990128912	127.85588109328745	127.85865242805436
6	127.85869919254951	127.85267136110392	127.85611364641386	127.85935109344439
7	127.85887935285379	127.85234695719615	127.85602315478842	127.85941901919995
8	127.85869534633873	127.85172404874663	127.85603280275551	127.86008220300964
9	127.85789075645845	127.84981708555335	127.85505194427199	127.85982722453755
10	127.85957091089081	127.8495167557707	127.85523807941824	127.86054744334692
11	127.85979550016238	127.84941886572332	127.85512396417478	127.86044723255057
12	127.86032792811638	127.84904669689297	127.85535635084675	127.8612141764599
13	127.85999366800945	127.84870283927742	127.85535184995666	127.86141722559283
14	127.86032087596733	127.84833315267694	127.85518088159829	127.86118934609803
15	127.86037034260441	127.84788678551872	127.85523247452304	127.86159456800593
16	127.86148808920353	127.84793600415165	127.85559965050697	127.86206894118423
17	127.86078355628888	127.84694736667109	127.8551298705483	127.86218816085557
18	127.8608803656759	127.84647452637216	127.85519286350863	127.8624218478456
19	127.86004146902427	127.84515694317746	127.8542973825124	127.8616612425438
20	127.8605732065929	127.84521258257594	127.85433078309217	127.86186069077992
