Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:34:26	06:34:26	06:34:26			06:34:26	06:34:26	06:34:26	06:34:26	06:34:26	06:34:26	06:34:26	06:34:34	06:34:34	06:34:34	06:34:34	06:34:34	06:34:34			06:34:36	06:34:36		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
1	06:34:36	06:34:36	06:34:36	06:34:36	06:34:36	06:34:36	06:34:36	06:34:37	06:34:37	06:34:37	06:34:37	06:34:37	06:34:43	06:34:43	06:34:43	06:34:43	06:34:43	06:34:43			06:34:44	06:34:44		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	06:34:44	06:34:44	06:34:44	06:34:44	06:34:44	06:34:44			06:34:44	06:34:44	06:34:44	06:34:44	06:34:51	06:34:51	06:34:51	06:34:51	06:34:51	06:34:51			06:34:52	06:34:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	06:34:52	06:34:52	06:34:52	06:34:52	06:34:52	06:34:52			06:34:52	06:34:52	06:34:52	06:34:52	06:34:58	06:34:58	06:34:58	06:34:58	06:34:58	06:34:58			06:34:59	06:34:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	06:34:59	06:34:59	06:34:59	06:34:59	06:34:59	06:34:59			06:34:59	06:34:59	06:34:59	06:34:59	06:35:06	06:35:06	06:35:06	06:35:06	06:35:06	06:35:06			06:35:06	06:35:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	06:35:06	06:35:06	06:35:06	06:35:06	06:35:06	06:35:06			06:35:06	06:35:06	06:35:06	06:35:06	06:35:13	06:35:13	06:35:13	06:35:13	06:35:13	06:35:13			06:35:13	06:35:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	06:35:14	06:35:14	06:35:14	06:35:14	06:35:14	06:35:14			06:35:14	06:35:14	06:35:14	06:35:14	06:35:20	06:35:20	06:35:20	06:35:20	06:35:20	06:35:20			06:35:21	06:35:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	06:35:21	06:35:21	06:35:21	06:35:21	06:35:21	06:35:21			06:35:21	06:35:21	06:35:21	06:35:21	06:35:28	06:35:28	06:35:28	06:35:28	06:35:28	06:35:28			06:35:28	06:35:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	06:35:28	06:35:28	06:35:28	06:35:28	06:35:28	06:35:28			06:35:28	06:35:28	06:35:28	06:35:28	06:35:35	06:35:35	06:35:35	06:35:35	06:35:35	06:35:35			06:35:35	06:35:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	06:35:35	06:35:35	06:35:35	06:35:35	06:35:35	06:35:35			06:35:35	06:35:35	06:35:35	06:35:35	06:35:42	06:35:42	06:35:42	06:35:42	06:35:42	06:35:42			06:35:42	06:35:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
10	06:35:42	06:35:42	06:35:42	06:35:42	06:35:42	06:35:42	06:35:42	06:35:43	06:35:43	06:35:43	06:35:43	06:35:43	06:35:49	06:35:49	06:35:49	06:35:49	06:35:49	06:35:49	06:35:49	06:35:49	06:35:50	06:35:50		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
11	06:35:50	06:35:50	06:35:50	06:35:50	06:35:50	06:35:50			06:35:50	06:35:50	06:35:50	06:35:50	06:35:57	06:35:57	06:35:57	06:35:57	06:35:57	06:35:57			06:35:57	06:35:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
12	06:35:57	06:35:57	06:35:57	06:35:57	06:35:57	06:35:57			06:35:57	06:35:57	06:35:57	06:35:57	06:36:04	06:36:04	06:36:04	06:36:04	06:36:04	06:36:04			06:36:04	06:36:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
13	06:36:04	06:36:04	06:36:04	06:36:04	06:36:04	06:36:04			06:36:04	06:36:04	06:36:04	06:36:04	06:36:11	06:36:11	06:36:11	06:36:11	06:36:11	06:36:11			06:36:11	06:36:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
14	06:36:11	06:36:11	06:36:11	06:36:11	06:36:11	06:36:11			06:36:11	06:36:11	06:36:12	06:36:12	06:36:18	06:36:18	06:36:18	06:36:18	06:36:18	06:36:18			06:36:19	06:36:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
15	06:36:19	06:36:19	06:36:19	06:36:19	06:36:19	06:36:19			06:36:19	06:36:19	06:36:19	06:36:19	06:36:26	06:36:26	06:36:26	06:36:26	06:36:26	06:36:26			06:36:26	06:36:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
16	06:36:26	06:36:26	06:36:26	06:36:26	06:36:26	06:36:26			06:36:26	06:36:26	06:36:26	06:36:26	06:36:33	06:36:33	06:36:33	06:36:33	06:36:33	06:36:33			06:36:33	06:36:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
17	06:36:33	06:36:33	06:36:33	06:36:33	06:36:33	06:36:33			06:36:33	06:36:33	06:36:33	06:36:33	06:36:40	06:36:40	06:36:40	06:36:40	06:36:40	06:36:40			06:36:40	06:36:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
18	06:36:40	06:36:40	06:36:40	06:36:40	06:36:40	06:36:40			06:36:40	06:36:40	06:36:40	06:36:40	06:36:47	06:36:47	06:36:47	06:36:47	06:36:47	06:36:47			06:36:48	06:36:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
19	06:36:48	06:36:48	06:36:48	06:36:48	06:36:48	06:36:48			06:36:48	06:36:48	06:36:48	06:36:48	06:36:54	06:36:54	06:36:54	06:36:54	06:36:54	06:36:54			06:36:55	06:36:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
20	06:36:55	06:36:55	06:36:55	06:36:55	06:36:55	06:36:55	06:36:55	06:36:55	06:36:55	06:36:55	06:36:55	06:36:55	06:37:02	06:37:02	06:37:02	06:37:02	06:37:02	06:37:02	06:37:02	06:37:02	06:37:02	06:37:02		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
