Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	70.21027777777778	0.0	0.0	0.0
1	69.97166666666666	0.0	0.0	0.0
2	69.84277777777778	0.0	0.0	0.0
3	69.67916666666666	0.0	0.0	0.0
4	69.46694444444445	0.0	0.0	0.0
5	69.39083333333333	0.0	0.0	0.0
6	69.42222222222222	0.0	0.0	0.0
7	69.30638888888889	0.0	0.0	0.0
8	69.27833333333334	0.0	0.0	0.0
9	69.3163888888889	0.0	0.0	0.0
10	69.25222222222222	0.0	0.0	0.0
11	69.195	0.0	0.0	0.0
12	69.18222222222222	0.0	0.0	0.0
13	69.1725	0.0	0.0	0.0
14	69.20361111111112	0.0	0.0	0.0
15	69.17222222222222	0.0	0.0	0.0
16	69.14277777777778	0.0	0.0	0.0
17	69.10888888888888	0.0	0.0	0.0
18	69.12638888888888	0.0	0.0	0.0
19	69.15805555555555	0.0	0.0	0.0
20	69.1825	0.0	0.0	0.0
