Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	17697.068333333333	0.0	0.0	0.0
1	14334.854166666666	0.0	0.0	0.0
2	11753.459722222222	0.0	0.0	0.0
3	9583.23	0.0	0.0	0.0
4	8034.815277777778	0.0	0.0	0.0
5	7124.849166666667	0.0	0.0	0.0
6	6499.4447222222225	0.0	0.0	0.0
7	6110.553055555555	0.0	0.0	0.0
8	5734.705	0.0	0.0	0.0
9	5525.927222222223	0.0	0.0	0.0
10	5463.531388888889	0.0	0.0	0.0
11	5394.300833333334	0.0	0.0	0.0
12	5382.113055555556	0.0	0.0	0.0
13	5307.268333333333	0.0	0.0	0.0
14	5228.8116666666665	0.0	0.0	0.0
15	5194.637222222223	0.0	0.0	0.0
16	5109.386388888889	0.0	0.0	0.0
17	5268.914722222222	0.0	0.0	0.0
18	5206.924722222222	0.0	0.0	0.0
19	5103.428055555555	0.0	0.0	0.0
20	5056.7844444444445	0.0	0.0	0.0
