ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2053.0333333333333	2053.0333333333333	
1	2067.233333333333	2067.233333333333	
2	2079.8166666666666	2079.8166666666666	
3	2089.05	2089.05	
4	2096.4666666666667	2096.4666666666667	
5	2102.883333333333	2102.883333333333	
6	2106.25	2106.25	
7	2111.1	2111.1	
8	2114.0833333333335	2114.0833333333335	
9	2117.9333333333334	2117.9333333333334	
10	2118.75	2118.75	
11	2121.85	2121.85	
12	2120.0333333333333	2120.0333333333333	
13	2122.866666666667	2122.866666666667	
14	2124.5833333333335	2124.5833333333335	
15	2126.35	2126.35	
16	2124.3	2124.3	
17	2126.45	2126.45	
18	2127.8333333333335	2127.8333333333335	
19	2130.766666666667	2130.766666666667	
20	2126.5666666666666	2126.5666666666666	
