Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	1004.4180555555556	0.0	0.0	0.0
1	857.2719444444444	0.0	0.0	0.0
2	776.7988888888889	0.0	0.0	0.0
3	694.6630555555555	0.0	0.0	0.0
4	649.1152777777778	0.0	0.0	0.0
5	611.9983333333333	0.0	0.0	0.0
6	582.575	0.0	0.0	0.0
7	556.4927777777777	0.0	0.0	0.0
8	572.8944444444444	0.0	0.0	0.0
9	557.5063888888889	0.0	0.0	0.0
10	545.4077777777778	0.0	0.0	0.0
11	539.9883333333333	0.0	0.0	0.0
12	523.3805555555556	0.0	0.0	0.0
13	524.4061111111112	0.0	0.0	0.0
14	538.3886111111111	0.0	0.0	0.0
15	528.8369444444445	0.0	0.0	0.0
16	523.8513888888889	0.0	0.0	0.0
17	533.1886111111111	0.0	0.0	0.0
18	519.9202777777778	0.0	0.0	0.0
19	518.2688888888889	0.0	0.0	0.0
20	526.4488888888889	0.0	0.0	0.0
