Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:32:46	05:32:46	05:32:46			05:32:46	05:32:46	05:32:47	05:32:47	05:32:47	05:32:47	05:32:47	05:32:56	05:32:56	05:32:56	05:32:56	05:32:56	05:32:56			05:32:58	05:32:58		00:00:00		00:00:00	00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:01	00:00:11
1	05:32:58	05:32:58	05:32:58	05:32:58	05:32:58	05:32:58	05:32:58	05:32:58	05:32:58	05:32:58	05:32:58	05:32:58	05:33:06	05:33:06	05:33:06	05:33:06	05:33:06	05:33:06			05:33:08	05:33:08		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
2	05:33:08	05:33:08	05:33:08	05:33:08	05:33:08	05:33:08			05:33:08	05:33:08	05:33:08	05:33:08	05:33:16	05:33:16	05:33:16	05:33:16	05:33:16	05:33:16			05:33:17	05:33:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	05:33:17	05:33:17	05:33:17	05:33:17	05:33:17	05:33:17			05:33:17	05:33:17	05:33:17	05:33:17	05:33:24	05:33:24	05:33:24	05:33:24	05:33:24	05:33:24			05:33:25	05:33:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
4	05:33:25	05:33:25	05:33:25	05:33:25	05:33:25	05:33:25			05:33:25	05:33:25	05:33:25	05:33:25	05:33:32	05:33:32	05:33:32	05:33:32	05:33:32	05:33:32			05:33:33	05:33:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
5	05:33:33	05:33:33	05:33:33	05:33:33	05:33:33	05:33:33			05:33:33	05:33:33	05:33:33	05:33:33	05:33:40	05:33:40	05:33:40	05:33:40	05:33:40	05:33:40			05:33:41	05:33:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
6	05:33:41	05:33:41	05:33:41	05:33:41	05:33:41	05:33:41			05:33:41	05:33:41	05:33:41	05:33:41	05:33:48	05:33:48	05:33:48	05:33:48	05:33:48	05:33:48			05:33:48	05:33:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	05:33:49	05:33:49	05:33:49	05:33:49	05:33:49	05:33:49			05:33:49	05:33:49	05:33:49	05:33:49	05:33:55	05:33:55	05:33:55	05:33:55	05:33:55	05:33:55			05:33:56	05:33:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	05:33:56	05:33:56	05:33:56	05:33:56	05:33:56	05:33:56			05:33:56	05:33:56	05:33:56	05:33:56	05:34:03	05:34:03	05:34:03	05:34:03	05:34:03	05:34:03			05:34:03	05:34:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
9	05:34:04	05:34:04	05:34:04	05:34:04	05:34:04	05:34:04			05:34:04	05:34:04	05:34:04	05:34:04	05:34:11	05:34:11	05:34:11	05:34:11	05:34:11	05:34:11			05:34:11	05:34:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
