ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	104.23203487932786	104.23203487932786	104.23203487932786	104.23203487932786
1	110.06877503235772	107.84028924942038	108.95695469063787	110.07362013185531
2	112.97075923341714	109.41031326504758	111.338219918848	113.04131197859483
3	116.00426947646984	111.00989047911797	113.7138405178952	116.11790160884595
4	117.51863043336654	111.85075812791531	114.94514761186937	117.63492766485098
5	118.8803175403505	112.55614640024979	116.13835676325064	119.1278396079943
6	119.86777152681728	113.12225508628062	116.92163603307547	120.08402638417506
7	120.72596816637385	113.53407155052308	117.67318350672707	121.05685228207749
8	120.13550986982008	112.95993816594813	117.29783523431466	120.77956008319127
9	120.61378926877795	113.00873633541786	117.63531832479643	121.37296243568473
10	121.07332407532705	112.74384077880296	117.60025228392269	121.55030699032353
11	121.44167695436846	112.74278508270099	117.75284189707895	121.83552553561705
12	121.83787989076471	112.84911239569264	118.01545534499832	122.22076562171021
13	121.73737150459841	112.92412197336033	118.1229810711218	122.35596657608541
14	121.42834869507656	112.59953590045117	117.91018391492362	122.15591847380702
15	121.50355948782247	112.28277254873976	117.76837847680271	122.25906348320152
16	121.89540447507778	112.12551667099996	117.81041244012484	122.46628518043708
17	121.53829939403226	111.96406118219457	117.70613836609523	122.40030746358026
18	122.01020761631709	111.81041240712804	117.76219969999008	122.63033973281303
19	122.03024817946347	111.79045972407755	117.78415543428471	122.73471202903065
20	121.58179584531511	111.45387536973153	117.51892637829575	122.50567091914738
