Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	79.82916666666667	0.0	0.0	0.0
1	78.39694444444444	0.0	0.0	0.0
2	77.91805555555555	0.0	0.0	0.0
3	77.51833333333333	0.0	0.0	0.0
4	77.0825	0.0	0.0	0.0
5	77.16194444444444	0.0	0.0	0.0
6	76.77388888888889	0.0	0.0	0.0
7	76.78027777777778	0.0	0.0	0.0
8	76.36527777777778	0.0	0.0	0.0
9	76.24638888888889	0.0	0.0	0.0
10	76.11111111111111	0.0	0.0	0.0
11	76.08944444444444	0.0	0.0	0.0
12	76.15472222222222	0.0	0.0	0.0
13	76.20666666666666	0.0	0.0	0.0
14	76.07	0.0	0.0	0.0
15	76.0513888888889	0.0	0.0	0.0
16	76.16472222222222	0.0	0.0	0.0
17	76.08944444444444	0.0	0.0	0.0
18	76.1875	0.0	0.0	0.0
19	75.94444444444444	0.0	0.0	0.0
20	76.00027777777778	0.0	0.0	0.0
