Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	07:30:57	07:30:57	07:30:57			07:30:57	07:30:57	07:30:57	07:30:57	07:30:57	07:30:57	07:30:57	07:31:05	07:31:05	07:31:05	07:31:05	07:31:05	07:31:05			07:31:06	07:31:06		00:00:00		00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
1	07:31:06	07:31:06	07:31:06	07:31:06	07:31:06	07:31:06	07:31:06	07:31:07	07:31:07	07:31:07	07:31:07	07:31:07	07:31:13	07:31:13	07:31:13	07:31:13	07:31:13	07:31:13			07:31:14	07:31:14		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	07:31:14	07:31:14	07:31:14	07:31:14	07:31:14	07:31:14			07:31:14	07:31:14	07:31:14	07:31:14	07:31:21	07:31:21	07:31:21	07:31:21	07:31:21	07:31:21			07:31:21	07:31:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	07:31:21	07:31:21	07:31:21	07:31:21	07:31:22	07:31:22			07:31:22	07:31:22	07:31:22	07:31:22	07:31:28	07:31:28	07:31:28	07:31:28	07:31:28	07:31:28			07:31:28	07:31:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
4	07:31:29	07:31:29	07:31:29	07:31:29	07:31:29	07:31:29			07:31:29	07:31:29	07:31:29	07:31:29	07:31:35	07:31:35	07:31:35	07:31:35	07:31:35	07:31:35			07:31:35	07:31:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
5	07:31:36	07:31:36	07:31:36	07:31:36	07:31:36	07:31:36			07:31:36	07:31:36	07:31:36	07:31:36	07:31:42	07:31:42	07:31:42	07:31:42	07:31:42	07:31:42			07:31:43	07:31:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	07:31:43	07:31:43	07:31:43	07:31:43	07:31:43	07:31:43			07:31:43	07:31:43	07:31:43	07:31:43	07:31:49	07:31:49	07:31:49	07:31:49	07:31:49	07:31:49			07:31:50	07:31:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	07:31:50	07:31:50	07:31:50	07:31:50	07:31:50	07:31:50			07:31:50	07:31:50	07:31:50	07:31:50	07:31:56	07:31:56	07:31:56	07:31:56	07:31:56	07:31:56			07:31:57	07:31:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
8	07:31:57	07:31:57	07:31:57	07:31:57	07:31:57	07:31:57			07:31:57	07:31:57	07:31:57	07:31:57	07:32:03	07:32:03	07:32:03	07:32:03	07:32:03	07:32:03			07:32:04	07:32:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	07:32:04	07:32:04	07:32:04	07:32:04	07:32:04	07:32:04			07:32:04	07:32:04	07:32:04	07:32:04	07:32:10	07:32:10	07:32:10	07:32:10	07:32:10	07:32:10			07:32:11	07:32:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
