Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:38:51	05:38:51	05:38:51			05:38:51	05:38:51	05:38:51	05:38:51	05:38:51	05:38:51	05:38:51	05:38:59	05:38:59	05:38:59	05:38:59	05:38:59	05:38:59			05:39:00	05:39:00		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
1	05:39:01	05:39:01	05:39:01	05:39:01	05:39:01	05:39:01	05:39:01	05:39:01	05:39:01	05:39:01	05:39:01	05:39:01	05:39:07	05:39:07	05:39:07	05:39:07	05:39:07	05:39:07			05:39:08	05:39:08		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	05:39:08	05:39:08	05:39:08	05:39:08	05:39:08	05:39:08			05:39:08	05:39:08	05:39:08	05:39:08	05:39:15	05:39:15	05:39:15	05:39:15	05:39:15	05:39:15			05:39:15	05:39:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	05:39:15	05:39:15	05:39:15	05:39:15	05:39:15	05:39:15			05:39:16	05:39:16	05:39:16	05:39:16	05:39:22	05:39:22	05:39:22	05:39:22	05:39:22	05:39:22			05:39:22	05:39:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
4	05:39:23	05:39:23	05:39:23	05:39:23	05:39:23	05:39:23			05:39:23	05:39:23	05:39:23	05:39:23	05:39:29	05:39:29	05:39:29	05:39:29	05:39:29	05:39:29			05:39:29	05:39:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
5	05:39:30	05:39:30	05:39:30	05:39:30	05:39:30	05:39:30			05:39:30	05:39:30	05:39:30	05:39:30	05:39:36	05:39:36	05:39:36	05:39:36	05:39:36	05:39:36			05:39:37	05:39:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	05:39:37	05:39:37	05:39:37	05:39:37	05:39:37	05:39:37			05:39:37	05:39:37	05:39:37	05:39:37	05:39:43	05:39:43	05:39:43	05:39:43	05:39:43	05:39:43			05:39:44	05:39:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
7	05:39:44	05:39:44	05:39:44	05:39:44	05:39:44	05:39:44			05:39:44	05:39:44	05:39:44	05:39:44	05:39:50	05:39:50	05:39:50	05:39:50	05:39:50	05:39:50			05:39:51	05:39:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
8	05:39:51	05:39:51	05:39:51	05:39:51	05:39:51	05:39:51			05:39:51	05:39:51	05:39:51	05:39:51	05:39:57	05:39:57	05:39:57	05:39:57	05:39:57	05:39:57			05:39:57	05:39:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	05:39:58	05:39:58	05:39:58	05:39:58	05:39:58	05:39:58			05:39:58	05:39:58	05:39:58	05:39:58	05:40:04	05:40:04	05:40:04	05:40:04	05:40:04	05:40:04			05:40:04	05:40:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
10	05:40:04	05:40:04	05:40:04	05:40:04	05:40:04	05:40:04	05:40:04	05:40:04	05:40:04	05:40:04	05:40:05	05:40:05	05:40:11	05:40:11	05:40:11	05:40:11	05:40:11	05:40:11	05:40:11	05:40:11	05:40:12	05:40:12		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
11	05:40:12	05:40:12	05:40:12	05:40:12	05:40:12	05:40:12			05:40:12	05:40:12	05:40:12	05:40:12	05:40:18	05:40:18	05:40:18	05:40:18	05:40:18	05:40:18			05:40:18	05:40:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
12	05:40:19	05:40:19	05:40:19	05:40:19	05:40:19	05:40:19			05:40:19	05:40:19	05:40:19	05:40:19	05:40:25	05:40:25	05:40:25	05:40:25	05:40:25	05:40:25			05:40:26	05:40:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
13	05:40:26	05:40:26	05:40:26	05:40:26	05:40:26	05:40:26			05:40:26	05:40:26	05:40:26	05:40:26	05:40:32	05:40:32	05:40:32	05:40:32	05:40:32	05:40:32			05:40:33	05:40:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
