Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	77.71138888888889	0.0	0.0	0.0
1	77.0275	0.0	0.0	0.0
2	76.59666666666666	0.0	0.0	0.0
3	76.2325	0.0	0.0	0.0
4	76.0525	0.0	0.0	0.0
5	75.91194444444444	0.0	0.0	0.0
6	75.70111111111112	0.0	0.0	0.0
7	75.60194444444444	0.0	0.0	0.0
8	75.42305555555555	0.0	0.0	0.0
9	75.22888888888889	0.0	0.0	0.0
10	75.19694444444444	0.0	0.0	0.0
11	75.17472222222223	0.0	0.0	0.0
12	75.20944444444444	0.0	0.0	0.0
13	75.01361111111112	0.0	0.0	0.0
14	74.90861111111111	0.0	0.0	0.0
15	74.83222222222223	0.0	0.0	0.0
16	74.87777777777778	0.0	0.0	0.0
17	74.83305555555556	0.0	0.0	0.0
18	74.70305555555555	0.0	0.0	0.0
19	74.62305555555555	0.0	0.0	0.0
20	74.50888888888889	0.0	0.0	0.0
