Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:35:49	05:35:49	05:35:49			05:35:49	05:35:49	05:35:49	05:35:49	05:35:49	05:35:49	05:35:49	05:35:59	05:35:59	05:35:59	05:35:59	05:35:59	05:35:59			05:36:00	05:36:00		00:00:00		00:00:00	00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:01	00:00:10
1	05:36:01	05:36:01	05:36:01	05:36:01	05:36:01	05:36:01	05:36:01	05:36:01	05:36:01	05:36:01	05:36:01	05:36:01	05:36:08	05:36:08	05:36:08	05:36:08	05:36:08	05:36:08			05:36:10	05:36:10		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
2	05:36:10	05:36:10	05:36:10	05:36:10	05:36:10	05:36:10			05:36:11	05:36:11	05:36:11	05:36:11	05:36:18	05:36:18	05:36:18	05:36:18	05:36:18	05:36:18			05:36:19	05:36:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	05:36:19	05:36:19	05:36:19	05:36:19	05:36:19	05:36:19			05:36:19	05:36:19	05:36:19	05:36:19	05:36:26	05:36:26	05:36:26	05:36:26	05:36:26	05:36:26			05:36:27	05:36:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
4	05:36:27	05:36:27	05:36:27	05:36:27	05:36:27	05:36:27			05:36:27	05:36:27	05:36:27	05:36:27	05:36:34	05:36:34	05:36:34	05:36:34	05:36:34	05:36:34			05:36:35	05:36:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
5	05:36:35	05:36:35	05:36:35	05:36:35	05:36:35	05:36:35			05:36:35	05:36:35	05:36:35	05:36:35	05:36:42	05:36:42	05:36:42	05:36:42	05:36:42	05:36:42			05:36:43	05:36:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
6	05:36:43	05:36:43	05:36:43	05:36:43	05:36:43	05:36:43			05:36:43	05:36:43	05:36:43	05:36:43	05:36:50	05:36:50	05:36:50	05:36:50	05:36:50	05:36:50			05:36:50	05:36:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
7	05:36:51	05:36:51	05:36:51	05:36:51	05:36:51	05:36:51			05:36:51	05:36:51	05:36:51	05:36:51	05:36:58	05:36:58	05:36:58	05:36:58	05:36:58	05:36:58			05:36:58	05:36:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
8	05:36:58	05:36:58	05:36:58	05:36:58	05:36:58	05:36:58			05:36:58	05:36:58	05:36:58	05:36:58	05:37:05	05:37:05	05:37:05	05:37:05	05:37:05	05:37:05			05:37:06	05:37:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
9	05:37:06	05:37:06	05:37:06	05:37:06	05:37:06	05:37:06			05:37:06	05:37:06	05:37:06	05:37:06	05:37:13	05:37:13	05:37:13	05:37:13	05:37:13	05:37:13			05:37:13	05:37:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
