Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	979.1955555555555	0.0	0.0	0.0
1	853.1419444444444	0.0	0.0	0.0
2	748.2458333333333	0.0	0.0	0.0
3	673.7527777777777	0.0	0.0	0.0
4	639.4825	0.0	0.0	0.0
5	601.7238888888888	0.0	0.0	0.0
6	597.3741666666666	0.0	0.0	0.0
7	572.5797222222222	0.0	0.0	0.0
8	560.4058333333334	0.0	0.0	0.0
9	548.8791666666667	0.0	0.0	0.0
10	547.2897222222222	0.0	0.0	0.0
11	546.2666666666667	0.0	0.0	0.0
12	551.61	0.0	0.0	0.0
13	544.0513888888889	0.0	0.0	0.0
14	535.715	0.0	0.0	0.0
15	558.9630555555556	0.0	0.0	0.0
16	539.7738888888889	0.0	0.0	0.0
17	537.6122222222223	0.0	0.0	0.0
18	542.4891666666666	0.0	0.0	0.0
19	556.4411111111111	0.0	0.0	0.0
20	558.1255555555556	0.0	0.0	0.0
