ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2064.0	2064.0	
1	2087.0	2087.0	
2	2109.0	2109.0	
3	2130.3333333333335	2130.3333333333335	
4	2153.6666666666665	2153.6666666666665	
5	2167.3333333333335	2167.3333333333335	
6	2187.0	2187.0	
7	2201.3333333333335	2201.3333333333335	
8	2204.0	2204.0	
9	2211.6666666666665	2211.6666666666665	
10	2234.3333333333335	2234.3333333333335	
11	2242.6666666666665	2242.6666666666665	
12	2247.3333333333335	2247.3333333333335	
13	2241.0	2241.0	
14	2253.0	2253.0	
15	2262.3333333333335	2262.3333333333335	
16	2254.6666666666665	2254.6666666666665	
17	2275.0	2275.0	
18	2286.0	2286.0	
19	2288.6666666666665	2288.6666666666665	
20	2290.6666666666665	2290.6666666666665	
