Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	18725.309444444443	0.0	0.0	0.0
1	15028.4025	0.0	0.0	0.0
2	12206.080277777777	0.0	0.0	0.0
3	9970.656666666666	0.0	0.0	0.0
4	8243.7675	0.0	0.0	0.0
5	7085.252777777778	0.0	0.0	0.0
6	6421.5263888888885	0.0	0.0	0.0
7	5924.133611111111	0.0	0.0	0.0
8	5718.203611111111	0.0	0.0	0.0
9	5463.940555555556	0.0	0.0	0.0
10	5357.989444444444	0.0	0.0	0.0
11	5235.368333333333	0.0	0.0	0.0
12	5113.665277777778	0.0	0.0	0.0
13	5064.531388888889	0.0	0.0	0.0
14	5109.061388888889	0.0	0.0	0.0
15	4996.218055555555	0.0	0.0	0.0
16	5089.839444444445	0.0	0.0	0.0
17	5025.910277777778	0.0	0.0	0.0
18	4992.006666666667	0.0	0.0	0.0
19	4934.043333333333	0.0	0.0	0.0
20	4953.870277777778	0.0	0.0	0.0
