ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2044.8	2044.8	
1	2054.016666666667	2054.016666666667	
2	2060.9333333333334	2060.9333333333334	
3	2066.616666666667	2066.616666666667	
4	2071.55	2071.55	
5	2075.45	2075.45	
6	2079.233333333333	2079.233333333333	
7	2083.45	2083.45	
8	2084.55	2084.55	
9	2087.25	2087.25	
10	2087.883333333333	2087.883333333333	
11	2090.016666666667	2090.016666666667	
12	2090.266666666667	2090.266666666667	
13	2092.616666666667	2092.616666666667	
14	2092.8166666666666	2092.8166666666666	
15	2094.35	2094.35	
16	2095.3333333333335	2095.3333333333335	
17	2094.2166666666667	2094.2166666666667	
18	2096.6666666666665	2096.6666666666665	
19	2097.516666666667	2097.516666666667	
20	2099.25	2099.25	
