ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	106.31689285698283	106.31689285698283	106.31689285698283	106.31689285698283
1	113.15944495217057	110.95733428084156	112.0638253060296	113.17031633121773
2	118.15123083555339	114.2272849443004	116.22255695642592	118.15216190307034
3	121.87988973369966	116.68278113834853	119.38216366496675	121.88509965907622
4	124.61036402564258	118.50904390180102	121.73900500172279	124.61674069493229
5	126.44238033338482	119.67975528380767	123.33558733720139	126.45523486889573
6	127.48137814452224	120.33002867146992	124.2703921839285	127.5003026290646
7	128.24197331993136	120.78558579711493	124.97752737055882	128.2664894183488
8	128.56655772138558	120.99101981080298	125.33824861967959	128.61415257628317
9	128.91971709410788	121.16514937510993	125.68841884543119	128.9638291644647
10	129.08579596466006	121.28101806889975	125.93725983430694	129.1832470769799
11	129.2010301187375	121.30035272603422	126.08753242221009	129.34455435929337
12	129.3782727056889	121.36574518543883	126.26103804928623	129.48009910423556
13	129.44492091670597	121.40841252698964	126.39084199706642	129.55520859010906
14	129.35259914454932	121.40038111129533	126.43888528708014	129.5599710579187
15	129.52139874104986	121.4706397768224	126.57622545183774	129.64589760769746
16	129.3553317610638	121.40266786446239	126.55485088376936	129.60493778977224
17	129.44039903416544	121.45189713593346	126.64518344943018	129.6442639966437
18	129.4985650941005	121.46323015892116	126.71016482041492	129.71871099122106
19	129.55282721229528	121.51981394945753	126.77533506353826	129.73812945210625
20	129.52126069491953	121.52144943416002	126.79082189556016	129.77087615443355
