Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	69.36194444444445	0.0	0.0	0.0
1	69.20555555555555	0.0	0.0	0.0
2	69.02694444444444	0.0	0.0	0.0
3	68.9575	0.0	0.0	0.0
4	68.8925	0.0	0.0	0.0
5	68.82666666666667	0.0	0.0	0.0
6	68.79277777777777	0.0	0.0	0.0
7	68.76388888888889	0.0	0.0	0.0
8	68.70722222222223	0.0	0.0	0.0
9	68.71861111111112	0.0	0.0	0.0
10	68.69583333333334	0.0	0.0	0.0
11	68.65944444444445	0.0	0.0	0.0
12	68.64583333333333	0.0	0.0	0.0
13	68.69888888888889	0.0	0.0	0.0
14	68.5875	0.0	0.0	0.0
15	68.59944444444444	0.0	0.0	0.0
16	68.5736111111111	0.0	0.0	0.0
17	68.58277777777778	0.0	0.0	0.0
18	68.59833333333333	0.0	0.0	0.0
19	68.59416666666667	0.0	0.0	0.0
20	68.55694444444444	0.0	0.0	0.0
