Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	04:34:45	04:34:45	04:34:45			04:34:45	04:34:45	04:34:45	04:34:45	04:34:45	04:34:45	04:34:45	04:34:56	04:34:56	04:34:56	04:34:56	04:34:56	04:34:56			04:34:58	04:34:58		00:00:00		00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:02	00:00:13
1	04:34:59	04:34:59	04:34:59	04:34:59	04:34:59	04:34:59	04:34:59	04:34:59	04:35:00	04:35:00	04:35:00	04:35:00	04:35:07	04:35:07	04:35:07	04:35:07	04:35:07	04:35:07			04:35:09	04:35:09		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
2	04:35:09	04:35:09	04:35:09	04:35:09	04:35:09	04:35:09			04:35:09	04:35:09	04:35:09	04:35:09	04:35:16	04:35:16	04:35:16	04:35:16	04:35:16	04:35:16			04:35:17	04:35:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
3	04:35:17	04:35:17	04:35:17	04:35:17	04:35:17	04:35:17			04:35:17	04:35:17	04:35:17	04:35:17	04:35:24	04:35:24	04:35:24	04:35:24	04:35:24	04:35:24			04:35:24	04:35:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	04:35:24	04:35:24	04:35:24	04:35:24	04:35:25	04:35:25			04:35:25	04:35:25	04:35:25	04:35:25	04:35:32	04:35:32	04:35:32	04:35:32	04:35:32	04:35:32			04:35:33	04:35:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
5	04:35:33	04:35:33	04:35:33	04:35:33	04:35:33	04:35:33			04:35:33	04:35:33	04:35:33	04:35:33	04:35:40	04:35:40	04:35:40	04:35:40	04:35:40	04:35:40			04:35:41	04:35:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
6	04:35:41	04:35:41	04:35:41	04:35:41	04:35:41	04:35:41			04:35:41	04:35:41	04:35:41	04:35:41	04:35:48	04:35:48	04:35:48	04:35:48	04:35:48	04:35:48			04:35:49	04:35:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	04:35:49	04:35:49	04:35:49	04:35:49	04:35:49	04:35:49			04:35:49	04:35:49	04:35:49	04:35:49	04:35:57	04:35:57	04:35:57	04:35:57	04:35:57	04:35:57			04:35:58	04:35:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
8	04:35:58	04:35:58	04:35:58	04:35:58	04:35:58	04:35:58			04:35:58	04:35:58	04:35:58	04:35:58	04:36:05	04:36:05	04:36:05	04:36:05	04:36:05	04:36:05			04:36:06	04:36:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
9	04:36:06	04:36:06	04:36:06	04:36:06	04:36:06	04:36:06			04:36:06	04:36:06	04:36:06	04:36:06	04:36:13	04:36:13	04:36:13	04:36:13	04:36:13	04:36:13			04:36:14	04:36:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
