Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	620.1963888888889	0.0	0.0	0.0
1	620.1413888888889	0.0	0.0	0.0
2	620.1252777777778	0.0	0.0	0.0
3	620.0630555555556	0.0	0.0	0.0
4	620.0772222222222	0.0	0.0	0.0
5	620.0288888888889	0.0	0.0	0.0
6	620.0144444444444	0.0	0.0	0.0
7	620.0241666666667	0.0	0.0	0.0
8	619.9897222222222	0.0	0.0	0.0
9	620.0441666666667	0.0	0.0	0.0
10	620.0169444444444	0.0	0.0	0.0
11	619.9536111111111	0.0	0.0	0.0
12	619.9425	0.0	0.0	0.0
13	619.9752777777778	0.0	0.0	0.0
14	619.9819444444445	0.0	0.0	0.0
15	619.9652777777778	0.0	0.0	0.0
16	619.8919444444444	0.0	0.0	0.0
17	619.9175	0.0	0.0	0.0
18	619.9344444444445	0.0	0.0	0.0
19	619.9291666666667	0.0	0.0	0.0
20	619.9144444444445	0.0	0.0	0.0
