ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	8178.666666666667	8178.666666666667	
1	8178.666666666667	8178.666666666667	
2	8178.666666666667	8178.666666666667	
3	8178.666666666667	8178.666666666667	
4	8178.666666666667	8178.666666666667	
5	8178.666666666667	8178.666666666667	
6	8178.666666666667	8178.666666666667	
7	8178.666666666667	8178.666666666667	
8	8178.666666666667	8178.666666666667	
9	8178.666666666667	8178.666666666667	
10	8178.666666666667	8178.666666666667	
11	8178.666666666667	8178.666666666667	
12	8178.666666666667	8178.666666666667	
13	8178.666666666667	8178.666666666667	
14	8178.666666666667	8178.666666666667	
15	8178.666666666667	8178.666666666667	
16	8178.666666666667	8178.666666666667	
17	8178.666666666667	8178.666666666667	
18	8178.666666666667	8178.666666666667	
19	8178.666666666667	8178.666666666667	
20	8178.666666666667	8178.666666666667	
