ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.81402527425033	133.81402527425033	133.81402527425033	133.81402527425033
1	133.81424755397003	133.81417069236662	133.81424232859712	133.81431396482765
2	133.81411858781598	133.8138333584384	133.8140784711962	133.81433388341492
3	133.81462390920157	133.81399644479615	133.81445897062022	133.81495424677152
4	133.81505215623264	133.81404022990606	133.81459024674473	133.81516170454032
5	133.81529758847773	133.8140174652568	133.81478400437496	133.81553370244612
6	133.8153442236942	133.81381074032726	133.8148040123861	133.81575840701785
7	133.81564326849093	133.81367745568434	133.8147772074405	133.81579401767104
8	133.8157675721374	133.8136548283389	133.8149027490083	133.81604951635003
9	133.81565654278165	133.81336538982984	133.81473175669132	133.815995932073
10	133.81550850460752	133.8132064140872	133.8146668227363	133.81601642907376
11	133.81574804659155	133.81282926376343	133.8145461948155	133.81608751793644
12	133.81577906562353	133.81270125682724	133.81449858183777	133.81612934118417
13	133.8160087032899	133.8126161688016	133.81453969371194	133.81627011068073
14	133.81604727228986	133.81257701023932	133.8145572834558	133.81628848354717
15	133.81609325560612	133.8124015357457	133.8144771282777	133.81627096483297
16	133.8162175713804	133.81240470770754	133.81455642280574	133.816409589021
17	133.81583912753703	133.81225160800412	133.81440915014534	133.81620239530957
18	133.81615054553043	133.81220504276223	133.81450758821038	133.81640908112882
19	133.81612939693156	133.8120947201308	133.8144499850797	133.8163160784458
20	133.81583663273426	133.8118857978247	133.8143451381093	133.81628234224462
