Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	03:44:15	03:44:15	03:44:15			03:44:15	03:44:15	03:44:16	03:44:16	03:44:16	03:44:16	03:44:16	03:44:29	03:44:29	03:44:29	03:44:29	03:44:29	03:44:29			03:44:32	03:44:32		00:00:00		00:00:00	00:00:00	00:00:00	00:00:13	00:00:00	00:00:00		00:00:02	00:00:17
1	03:44:33	03:44:33	03:44:33	03:44:33	03:44:33	03:44:33	03:44:33	03:44:34	03:44:34	03:44:34	03:44:34	03:44:34	03:44:43	03:44:43	03:44:43	03:44:43	03:44:43	03:44:43			03:44:46	03:44:46		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:02	00:00:12
2	03:44:46	03:44:46	03:44:46	03:44:46	03:44:46	03:44:46			03:44:46	03:44:46	03:44:46	03:44:46	03:44:55	03:44:55	03:44:55	03:44:55	03:44:55	03:44:55			03:44:56	03:44:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:01	00:00:10
3	03:44:57	03:44:57	03:44:57	03:44:57	03:44:57	03:44:57			03:44:57	03:44:57	03:44:57	03:44:57	03:45:07	03:45:07	03:45:07	03:45:07	03:45:07	03:45:07			03:45:09	03:45:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:01	00:00:11
4	03:45:09	03:45:09	03:45:09	03:45:09	03:45:09	03:45:09			03:45:09	03:45:09	03:45:09	03:45:09	03:45:18	03:45:18	03:45:18	03:45:18	03:45:18	03:45:18			03:45:19	03:45:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
5	03:45:19	03:45:19	03:45:19	03:45:19	03:45:19	03:45:19			03:45:19	03:45:19	03:45:19	03:45:19	03:45:28	03:45:28	03:45:28	03:45:28	03:45:28	03:45:28			03:45:29	03:45:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
6	03:45:29	03:45:29	03:45:29	03:45:29	03:45:29	03:45:29			03:45:29	03:45:29	03:45:29	03:45:29	03:45:38	03:45:38	03:45:38	03:45:38	03:45:38	03:45:38			03:45:39	03:45:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:10
7	03:45:39	03:45:39	03:45:39	03:45:39	03:45:39	03:45:39			03:45:39	03:45:39	03:45:39	03:45:39	03:45:48	03:45:48	03:45:48	03:45:48	03:45:48	03:45:48			03:45:48	03:45:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
8	03:45:49	03:45:49	03:45:49	03:45:49	03:45:49	03:45:49			03:45:49	03:45:49	03:45:49	03:45:49	03:45:58	03:45:58	03:45:58	03:45:58	03:45:58	03:45:58			03:45:59	03:45:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:09
9	03:45:59	03:45:59	03:45:59	03:45:59	03:45:59	03:45:59			03:45:59	03:45:59	03:45:59	03:45:59	03:46:07	03:46:07	03:46:07	03:46:07	03:46:07	03:46:07			03:46:09	03:46:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
