Iteration	car
0	32821.10571034741
1	33073.491636574385
2	33269.251807716
3	33461.68467926124
4	33633.27251266151
5	33771.45889604561
6	33821.118452541516
7	33867.32122731881
8	33937.01411264974
9	33907.340976933476
10	33902.53903482484
11	33886.219598131385
12	33887.32214320796
13	33899.86058401216
14	33879.37916637452
15	33851.56444037613
16	33923.29236703875
17	33880.73484973367
18	33906.99334509055
19	33903.675927903045
20	33943.08882053283
