Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:53:29	06:53:29	06:53:29			06:53:29	06:53:29	06:53:29	06:53:29	06:53:29	06:53:29	06:53:29	06:53:39	06:53:39	06:53:39	06:53:39	06:53:39	06:53:39			06:53:40	06:53:40		00:00:00		00:00:00	00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:01	00:00:11
1	06:53:41	06:53:41	06:53:41	06:53:41	06:53:41	06:53:41	06:53:41	06:53:41	06:53:41	06:53:41	06:53:41	06:53:41	06:53:49	06:53:49	06:53:49	06:53:49	06:53:49	06:53:49			06:53:49	06:53:49		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
2	06:53:50	06:53:50	06:53:50	06:53:50	06:53:50	06:53:50			06:53:50	06:53:50	06:53:50	06:53:50	06:53:57	06:53:57	06:53:57	06:53:57	06:53:57	06:53:57			06:53:58	06:53:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	06:53:58	06:53:58	06:53:58	06:53:58	06:53:58	06:53:58			06:53:58	06:53:58	06:53:58	06:53:58	06:54:06	06:54:06	06:54:06	06:54:06	06:54:06	06:54:06			06:54:06	06:54:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
4	06:54:06	06:54:06	06:54:06	06:54:06	06:54:06	06:54:06			06:54:06	06:54:06	06:54:06	06:54:06	06:54:14	06:54:14	06:54:14	06:54:14	06:54:14	06:54:14			06:54:14	06:54:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
5	06:54:15	06:54:15	06:54:15	06:54:15	06:54:15	06:54:15			06:54:15	06:54:15	06:54:15	06:54:15	06:54:22	06:54:22	06:54:22	06:54:22	06:54:22	06:54:22			06:54:23	06:54:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
6	06:54:23	06:54:23	06:54:23	06:54:23	06:54:23	06:54:23			06:54:23	06:54:23	06:54:23	06:54:23	06:54:30	06:54:30	06:54:30	06:54:30	06:54:30	06:54:30			06:54:31	06:54:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
7	06:54:31	06:54:31	06:54:31	06:54:31	06:54:31	06:54:31			06:54:31	06:54:31	06:54:31	06:54:31	06:54:39	06:54:39	06:54:39	06:54:39	06:54:39	06:54:39			06:54:39	06:54:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
8	06:54:39	06:54:39	06:54:39	06:54:39	06:54:39	06:54:39			06:54:39	06:54:39	06:54:39	06:54:39	06:54:47	06:54:47	06:54:47	06:54:47	06:54:47	06:54:47			06:54:47	06:54:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
9	06:54:47	06:54:47	06:54:47	06:54:47	06:54:47	06:54:47			06:54:47	06:54:47	06:54:47	06:54:47	06:54:54	06:54:54	06:54:55	06:54:55	06:54:55	06:54:55			06:54:55	06:54:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
10	06:54:55	06:54:55	06:54:55	06:54:55	06:54:55	06:54:55	06:54:55	06:54:55	06:54:55	06:54:55	06:54:55	06:54:55	06:55:03	06:55:03	06:55:03	06:55:03	06:55:03	06:55:03	06:55:03	06:55:03	06:55:04	06:55:04		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08
11	06:55:04	06:55:04	06:55:04	06:55:04	06:55:04	06:55:04			06:55:04	06:55:04	06:55:04	06:55:04	06:55:11	06:55:11	06:55:11	06:55:11	06:55:11	06:55:11			06:55:12	06:55:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
12	06:55:12	06:55:12	06:55:12	06:55:12	06:55:12	06:55:12			06:55:12	06:55:12	06:55:12	06:55:12	06:55:19	06:55:19	06:55:19	06:55:19	06:55:19	06:55:19			06:55:20	06:55:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
13	06:55:20	06:55:20	06:55:20	06:55:20	06:55:20	06:55:20			06:55:20	06:55:20	06:55:20	06:55:20	06:55:27	06:55:27	06:55:27	06:55:27	06:55:27	06:55:27			06:55:27	06:55:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
14	06:55:28	06:55:28	06:55:28	06:55:28	06:55:28	06:55:28			06:55:28	06:55:28	06:55:28	06:55:28	06:55:35	06:55:35	06:55:35	06:55:35	06:55:35	06:55:35			06:55:35	06:55:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
15	06:55:36	06:55:36	06:55:36	06:55:36	06:55:36	06:55:36			06:55:36	06:55:36	06:55:36	06:55:36	06:55:43	06:55:43	06:55:43	06:55:43	06:55:43	06:55:43			06:55:44	06:55:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
16	06:55:44	06:55:44	06:55:44	06:55:44	06:55:44	06:55:44			06:55:44	06:55:44	06:55:44	06:55:44	06:55:51	06:55:51	06:55:51	06:55:51	06:55:51	06:55:51			06:55:52	06:55:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
17	06:55:52	06:55:52	06:55:52	06:55:52	06:55:52	06:55:52			06:55:52	06:55:52	06:55:52	06:55:52	06:55:59	06:55:59	06:55:59	06:55:59	06:55:59	06:55:59			06:56:00	06:56:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
18	06:56:00	06:56:00	06:56:00	06:56:00	06:56:00	06:56:00			06:56:00	06:56:00	06:56:00	06:56:00	06:56:07	06:56:07	06:56:07	06:56:07	06:56:07	06:56:07			06:56:08	06:56:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
19	06:56:08	06:56:08	06:56:08	06:56:08	06:56:08	06:56:08			06:56:08	06:56:08	06:56:08	06:56:08	06:56:15	06:56:15	06:56:15	06:56:15	06:56:15	06:56:15			06:56:16	06:56:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
20	06:56:16	06:56:16	06:56:16	06:56:16	06:56:16	06:56:16	06:56:16	06:56:16	06:56:16	06:56:16	06:56:16	06:56:16	06:56:23	06:56:23	06:56:23	06:56:23	06:56:23	06:56:23	06:56:23	06:56:23	06:56:24	06:56:24		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08
