ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.8306233544187	133.8306233544187	133.8306233544187	133.8306233544187
1	133.8304818230015	133.83035893992414	133.8305331898653	133.83070743980645
2	133.8310934614922	133.83049259489738	133.8309219639314	133.83135029568749
3	133.83134533553473	133.83035930909352	133.8309675606995	133.8315469562635
4	133.8315001322757	133.83029975928872	133.8309948964683	133.83161873182917
5	133.83137545725748	133.83013838238963	133.8309359333667	133.8316362626119
6	133.83165399560363	133.82999806033578	133.8310663663754	133.83203543697778
7	133.83176851051468	133.829904463413	133.83110215445058	133.83219883072957
8	133.831822323014	133.8296597119312	133.83093190453465	133.83210420631883
9	133.83196135903341	133.82951754559255	133.83090593354495	133.83215574072
10	133.83191898707335	133.82936019811817	133.83085269515544	133.83220806519813
11	133.8318083028769	133.82914017374745	133.83071540976036	133.8321135472758
12	133.83204651608327	133.82914042988264	133.83083433439916	133.8323454726341
13	133.8318764057006	133.82871881355592	133.83059038906447	133.832241770064
14	133.8321034294544	133.8286575961587	133.83059725470136	133.83232969944353
15	133.83225738611986	133.8287075508187	133.83069122215267	133.8324037464568
16	133.832327933	133.8285895225013	133.83070176687755	133.8325222374434
17	133.83237162444655	133.828495890218	133.83065238188956	133.83246120033508
18	133.83234351990538	133.82848729546157	133.83074542031096	133.83262394578253
19	133.83231608997127	133.82837258360382	133.83069807202503	133.83261402722448
20	133.8323488570083	133.82820040610707	133.83060704665024	133.83258061709185
