Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	2134.728888888889	0.0	0.0	0.0
1	1814.7894444444444	0.0	0.0	0.0
2	1601.4741666666666	0.0	0.0	0.0
3	1457.5530555555556	0.0	0.0	0.0
4	1392.0780555555555	0.0	0.0	0.0
5	1327.1341666666667	0.0	0.0	0.0
6	1286.7294444444444	0.0	0.0	0.0
7	1258.5658333333333	0.0	0.0	0.0
8	1245.2955555555557	0.0	0.0	0.0
9	1237.8572222222222	0.0	0.0	0.0
10	1230.0525	0.0	0.0	0.0
11	1227.5483333333334	0.0	0.0	0.0
12	1223.6277777777777	0.0	0.0	0.0
13	1221.8605555555555	0.0	0.0	0.0
14	1217.221388888889	0.0	0.0	0.0
15	1215.8336111111112	0.0	0.0	0.0
16	1216.713888888889	0.0	0.0	0.0
17	1215.456111111111	0.0	0.0	0.0
18	1212.9094444444445	0.0	0.0	0.0
19	1210.326388888889	0.0	0.0	0.0
20	1209.9230555555555	0.0	0.0	0.0
