ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	130.36296612202904	130.36296612202904	130.36296612202904	130.36296612202904
1	131.15297458705007	130.92345142583153	131.0395618486451	131.15567227145903
2	131.65682746447368	131.26914649650166	131.46603429324537	131.65852464749372
3	131.98570004035827	131.49220194704506	131.74949453738162	131.98939093323727
4	132.13225089846276	131.58838522910168	131.88050812467947	132.13738719463305
5	132.2747807005923	131.68101073085614	132.0062376579047	132.2825020023137
6	132.3630579138092	131.73803449550763	132.0854408904399	132.37171601002493
7	132.42483495220787	131.7786148078651	132.14557648779441	132.43480169730492
8	132.45290287344474	131.79570466702813	132.1751663314165	132.46409980025552
9	132.47169732513612	131.8031067639316	132.19469870450268	132.48531324045345
10	132.48729735025776	131.80642404084924	132.20908556782737	132.50035890840996
11	132.4942008858095	131.8039210022841	132.2159338629951	132.50886906673864
12	132.50132804948205	131.8018084463035	132.22423583108525	132.51812461194476
13	132.50531033361034	131.80058488383435	132.23080960697058	132.5231986770811
14	132.51452409788936	131.79779368949983	132.2376626840669	132.53225001934388
15	132.5190291111867	131.79953060220248	132.24531748733628	132.53646506386482
16	132.51628577989635	131.79574309103776	132.24896874603525	132.5393471568983
17	132.51805894585155	131.79333599962078	132.252696989008	132.542482722727
18	132.52230758841654	131.79498567410963	132.2570994017995	132.54493504491205
19	132.52852554401483	131.7966210426147	132.2618334142142	132.54699694198692
20	132.5306739477118	131.7994556488449	132.26593571999598	132.55063236500158
